Country,Value,Measurement Unit,Year
198,37972,1000,2000
198,38111,1000,2002
198,38238,1000,2004
198,38352,1000,2006
198,38451,1000,2008
224,0,1000,1978
224,1816,1000,1980
224,1832,1000,1982
224,1845,1000,1984
224,1856,1000,1986
224,1865,1000,1988
224,1873,1000,1990
224,1880,1000,1992
224,1887,1000,1994
224,1893,1000,1996
224,1899,1000,1998
224,1907,1000,2000
224,1918,1000,2002
224,1932,1000,2004
224,1948,1000,2006
224,1965,1000,2008
223,0,1000,1978
223,4932,1000,1980
223,4976,1000,1982
223,5016,1000,1984
223,5052,1000,1986
223,5084,1000,1988
223,5113,1000,1990
223,5140,1000,1992
223,5166,1000,1994
223,5189,1000,1996
223,5212,1000,1998
223,5234,1000,2000
223,5256,1000,2002
223,5280,1000,2004
223,5304,1000,2006
223,5327,1000,2008
41,8815,1000,1978
41,8834,1000,1980
41,8862,1000,1982
41,8892,1000,1984
41,8923,1000,1986
41,8950,1000,1988
41,8964,1000,1990
41,8960,1000,1992
41,8937,1000,1994
41,8895,1000,1996
41,8841,1000,1998
41,8780,1000,2000
41,8718,1000,2002
41,8656,1000,2004
41,8594,1000,2006
41,8531,1000,2008
253,332921,1000,1978
253,333241,1000,1980
253,334173,1000,1982
253,334945,1000,1984
253,335586,1000,1986
253,336172,1000,1988
253,336804,1000,1990
253,337559,1000,1992
253,338459,1000,1994
253,339488,1000,1996
253,340635,1000,1998
253,341871,1000,2000
253,343172,1000,2002
253,344541,1000,2004
253,345973,1000,2006
253,347422,1000,2008
171,32449,1000,1978
171,33128,1000,1980
171,33821,1000,1982
171,34529,1000,1984
171,35253,1000,1986
171,35995,1000,1988
171,36758,1000,1990
171,37544,1000,1992
171,38353,1000,1994
171,39187,1000,1996
171,39839.2,1000,1998
171,39992,1000,2000
171,40517,1000,2002
171,41250,1000,2004
171,42032,1000,2006
171,42652,1000,2008
43,3920,1000,1978
43,4022,1000,1980
43,4130,1000,1982
43,4243,1000,1984
43,4361,1000,1986
43,4485,1000,1988
43,4615,1000,1990
43,4750,1000,1992
43,4890,1000,1994
43,5035,1000,1996
43,5185,1000,1998
43,5341,1000,2000
43,5503.1,1000,2002
43,5672,1000,2004
43,5847,1000,2006
43,6027,1000,2008
3,2563,1000,1978
3,2617,1000,1980
3,2671,1000,1982
3,2725,1000,1984
3,2778,1000,1986
3,2832,1000,1988
3,2892,1000,1990
3,2957,1000,1992
3,3032,1000,1994
3,3113,1000,1996
3,3191,1000,1998
3,3252,1000,2000
3,3289,1000,2002
3,3299,1000,2004
3,3284,1000,2006
3,3253,1000,2008
45,8180,1000,1978
45,8414,1000,1980
45,8655,1000,1982
45,8902,1000,1984
45,9156,1000,1986
45,9418,1000,1988
45,9689,1000,1990
45,9971,1000,1992
45,10265,1000,1994
45,10570,1000,1996
45,10883,1000,1998
45,11472,1000,2000
45,11797,1000,2002
45,12131,1000,2004
45,12473,1000,2006
45,12823,1000,2008
46,24082,1000,1978
46,24251,1000,1980
46,24516,1000,1982
46,24770,1000,1984
46,25016,1000,1986
46,25268,1000,1988
46,25539,1000,1990
46,25843,1000,1992
46,26182,1000,1994
46,26551,1000,1996
46,26939,1000,1998
46,27327,1000,2000
46,27701,1000,2002
46,28057,1000,2004
46,28399,1000,2006
46,28726,1000,2008
47,290,1000,1978
47,292,1000,1980
47,296,1000,1982
47,301,1000,1984
47,307,1000,1986
47,314,1000,1988
47,322,1000,1990
47,342,1000,1992
47,325,1000,1994
47,329,1000,1996
47,333,1000,1998
47,341,1000,2000
47,348,1000,2002
47,356,1000,2004
47,363,1000,2006
47,370,1000,2008
47,15,1000,1978
47,16,1000,1980
47,17,1000,1982
47,18,1000,1984
47,19,1000,1986
47,20,1000,1988
47,20,1000,1990
47,21,1000,1992
47,22,1000,1994
47,23,1000,1996
47,24,1000,1998
47,25,1000,2000
47,26,1000,2002
47,27,1000,2004
47,28,1000,2006
47,29,1000,2008
48,2207,1000,1978
48,2260,1000,1980
48,2313,1000,1982
48,2367,1000,1984
48,2422,1000,1986
48,2478,1000,1988
48,2536,1000,1990
48,2595,1000,1992
48,2657,1000,1994
48,2721,1000,1996
48,2787,1000,1998
48,2942,1000,2000
48,3012,1000,2002
48,3082,1000,2004
48,3151,1000,2006
48,3220,1000,2008
231,14314,1000,1978
231,14564,1000,1980
231,14819,1000,1982
231,15079,1000,1984
231,15343,1000,1986
231,15608,1000,1988
231,15867,1000,1990
231,16114,1000,1992
231,16350,1000,1994
231,16574,1000,1996
231,16683.8,1000,1998
231,16860,1000,2000
231,17022,1000,2002
231,17250,1000,2004
231,17462,1000,2006
231,17428,1000,2008
50,4288,1000,1978
50,4381,1000,1980
50,4477,1000,1982
50,4577,1000,1984
50,4680,1000,1986
50,4789,1000,1988
50,4901,1000,1990
50,5018,1000,1992
50,5141,1000,1994
50,5268,1000,1996
50,5427,1000,1998
50,5563,1000,2000
50,5702,1000,2002
50,6143,1000,2004
50,6288,1000,2006
50,6436.7,1000,2008
4,17592,1000,1978
4,18155,1000,1980
4,18740,1000,1982
4,19348,1000,1984
4,19975,1000,1986
4,20614,1000,1988
4,21254,1000,1990
4,21887,1000,1992
4,22510,1000,1994
4,23125,1000,1996
4,23719,1000,1998
4,24328,1000,2000
4,24936,1000,2002
4,25621,1000,2004
4,26216,1000,2006
4,26794,1000,2008
51,10812,1000,1978
51,10975,1000,1980
51,11143,1000,1982
51,11317,1000,1984
51,11497,1000,1986
51,11683,1000,1988
51,11877,1000,1990
51,12076,1000,1992
51,12282,1000,1994
51,12495,1000,1996
51,12712,1000,1998
51,12880,1000,2000
51,13099,1000,2002
51,13322,1000,2004
51,13547,1000,2006
51,13772,1000,2008
51,955164,1000,1978
51,968159,1000,1980
51,981235,1000,1982
51,994439,1000,1984
51,1007732,1000,1986
51,1021416,1000,1988
51,1035794,1000,1990
51,1051039,1000,1992
51,1067376,1000,1994
51,1084628,1000,1996
51,1102191,1000,1998
51,1119192,1000,2000
51,1135075,1000,2002
51,1149472,1000,2004
51,1162651,1000,2006
51,1174880,1000,2008
53,3,1000,1978
53,3,1000,1980
53,3,1000,1982
53,3,1000,1984
53,3,1000,1986
53,3,1000,1988
53,3,1000,1990
53,2,1000,1992
53,2,1000,1994
53,2,1000,1996
53,2,1000,1998
53,1,1000,2000
53,1.2,1000,2002
53,1.1,1000,2004
53,0,1000,2006
53,0,1000,2008
56,1,1000,1978
56,0,1000,1980
56,0,1000,1982
56,0,1000,1984
56,1,1000,1986
56,1,1000,1988
56,1,1000,1990
56,1,1000,1992
56,1,1000,1994
56,1,1000,1996
56,1,1000,1998
56,1,1000,2000
56,0.6,1000,2002
56,0.6,1000,2004
56,0,1000,2006
56,0,1000,2008
57,25382,1000,1978
57,25949,1000,1980
57,26525,1000,1982
57,27109,1000,1984
57,27703,1000,1986
57,28300,1000,1988
57,28895,1000,1990
57,29481,1000,1992
57,30057,1000,1994
57,30623,1000,1996
57,31183,1000,1998
57,34290,1000,2000
57,34970,1000,2002
57,35662,1000,2004
57,36365,1000,2006
57,37080,1000,2008
58,355,1000,1978
58,369,1000,1980
58,383,1000,1982
58,397,1000,1984
58,411,1000,1986
58,425,1000,1988
58,439,1000,1990
58,455,1000,1992
58,471,1000,1994
58,488,1000,1996
58,505,1000,1998
58,524,1000,2000
58,543,1000,2002
58,563.6,1000,2004
58,584.9,1000,2006
58,607,1000,2008
59,1576,1000,1978
59,1622,1000,1980
59,1669,1000,1982
59,1717,1000,1984
59,1766,1000,1986
59,1816,1000,1988
59,1869,1000,1990
59,1923,1000,1992
59,1981,1000,1994
59,2040,1000,1996
59,2101,1000,1998
59,2220,1000,2000
59,2284,1000,2002
59,2351,1000,2004
59,2419,1000,2006
59,2489,1000,2008
59,18,1000,1978
59,18,1000,1980
59,18,1000,1982
59,18,1000,1984
59,18,1000,1986
59,18,1000,1988
59,18,1000,1990
59,18,1000,1992
59,18,1000,1994
59,18,1000,1996
59,18,1000,1998
59,18,1000,2000
59,18,1000,2002
59,19,1000,2004
59,19,1000,2006
59,19,1000,2008
61,2150,1000,1978
61,2217,1000,1980
61,2284,1000,1982
61,2353,1000,1984
61,2423,1000,1986
61,2494,1000,1988
61,2567,1000,1990
61,2642,1000,1992
61,2719,1000,1994
61,2797,1000,1996
61,2876,1000,1998
61,2959,1000,2000
61,3049,1000,2002
61,3144,1000,2004
61,3245.1,1000,2006
61,3348.8,1000,2008
63,9574,1000,1978
63,9641,1000,1980
63,9710,1000,1982
63,9782,1000,1984
63,9856,1000,1986
63,9934,1000,1988
63,10015,1000,1990
63,10102,1000,1992
63,10195,1000,1994
63,10294,1000,1996
63,10396,1000,1998
63,10499,1000,2000
63,10598,1000,2002
63,10711,1000,2004
63,10784,1000,2006
63,10848,1000,2008
4,31,1000,1978
4,32,1000,1980
4,33,1000,1982
4,34,1000,1984
4,35,1000,1986
4,36,1000,1988
4,38,1000,1990
4,39,1000,1992
4,41,1000,1994
4,42,1000,1996
4,44,1000,1998
4,46,1000,2000
4,47,1000,2002
4,48,1000,2004
4,49,1000,2006
4,50,1000,2008
64,618,1000,1978
64,623,1000,1980
64,629,1000,1982
64,636,1000,1984
64,643,1000,1986
64,650,1000,1988
64,658,1000,1990
64,665,1000,1992
64,673,1000,1994
64,659,1000,1996
64,665,1000,1998
64,672,1000,2000
64,681,1000,2002
64,692,1000,2004
64,705,1000,2006
64,719,1000,2008
66,10186,1000,1978
66,10242,1000,1980
66,10283,1000,1982
66,10307,1000,1984
66,10316,1000,1986
66,10314,1000,1988
66,10309,1000,1990
66,10305,1000,1992
66,10304,1000,1994
66,10305,1000,1996
66,10306,1000,1998
66,15638,1000,2000
66,15661,1000,2002
66,15583,1000,2004
66,15608,1000,2006
66,0,1000,2008
19,0,1000,1978
19,0,1000,1980
19,0,1000,1982
19,0,1000,1984
19,0,1000,1986
19,0,1000,1988
19,0,1000,1990
19,0,1000,1992
19,0,1000,1994
19,0,1000,1996
19,0,1000,1998
19,0,1000,2000
19,0,1000,2002
19,7219,1000,2004
19,7387,1000,2006
19,7492,1000,2008
29,3277,1000,1978
29,3366,1000,1980
29,3459,1000,1982
29,3556,1000,1984
29,3657,1000,1986
29,3763,1000,1988
29,3874,1000,1990
29,3988,1000,1992
29,4108,1000,1994
29,4231,1000,1996
29,4360,1000,1998
29,4493,1000,2000
29,4791,1000,2002
29,4924,1000,2004
29,5058,1000,2006
29,5195,1000,2008
71,74,1000,1978
71,74,1000,1980
71,74,1000,1982
71,74,1000,1984
71,74,1000,1986
71,74,1000,1988
71,74,1000,1990
71,73,1000,1992
71,73,1000,1994
71,73,1000,1996
71,72,1000,1998
71,72,1000,2000
71,72,1000,2002
71,72,1000,2004
71,73,1000,2006
71,74,1000,2008
72,5434,1000,1978
72,5565,1000,1980
72,5697,1000,1982
72,5829,1000,1984
72,5963,1000,1986
72,6098,1000,1988
72,6235,1000,1990
72,6376,1000,1992
72,6520,1000,1994
72,6666,1000,1996
72,6815,1000,1998
72,6963,1000,2000
72,7110.4,1000,2002
72,7256,1000,2004
72,7400.2,1000,2006
72,7542.7,1000,2008
26,0,1000,1978
26,0,1000,1980
26,0,1000,1982
26,0,1000,1984
26,0,1000,1986
26,0,1000,1988
26,0,1000,1990
26,0,1000,1992
26,0,1000,1994
26,0,1000,1996
26,0,1000,1998
26,0,1000,2000
26,0,1000,2002
26,10313,1000,2004
26,10314,1000,2006
26,10328,1000,2008
73,7527,1000,1978
73,7742,1000,1980
73,7961,1000,1982
73,8184,1000,1984
73,8410,1000,1986
73,8638,1000,1988
73,8868,1000,1990
73,9099,1000,1992
73,9330,1000,1994
73,9562,1000,1996
73,9794,1000,1998
73,10028,1000,2000
73,10264,1000,2002
73,10502,1000,2004
73,10741,1000,2006
73,10980,1000,2008
73,41621,1000,1978
73,42905,1000,1980
73,43915,1000,1982
73,44984,1000,1984
73,46106,1000,1986
73,47271,1000,1988
73,48463,1000,1990
73,49668,1000,1992
73,50884,1000,1994
73,52111,1000,1996
73,53340,1000,1998
73,54561,1000,2000
73,55768,1000,2002
73,56957,1000,2004
73,58132,1000,2006
73,59297,1000,2008
7,30,1000,1978
7,32,1000,1980
7,33,1000,1982
7,35,1000,1984
7,37,1000,1986
7,40,1000,1988
7,42,1000,1990
7,44,1000,1992
7,45,1000,1994
7,47,1000,1996
7,49,1000,1998
7,51,1000,2000
7,53,1000,2002
7,55,1000,2004
7,58,1000,2006
7,60,1000,2008
75,4373,1000,1978
75,4456,1000,1980
75,4525,1000,1982
75,4577,1000,1984
75,4617,1000,1986
75,4650,1000,1988
75,4688,1000,1990
75,4739,1000,1992
75,4804,1000,1994
75,4881,1000,1996
75,4971,1000,1998
75,5023,1000,2000
75,5110,1000,2002
75,5207,1000,2004
75,5315,1000,2006
75,5429,1000,2008
75,338,1000,1978
75,345,1000,1980
75,352,1000,1982
75,359,1000,1984
75,367,1000,1986
75,375,1000,1988
75,383,1000,1990
75,319,1000,1992
75,326,1000,1994
75,333,1000,1996
75,340,1000,1998
75,345,1000,2000
75,360,1000,2002
75,369,1000,2004
75,379,1000,2006
75,389,1000,2008
79,36898,1000,1978
79,37816,1000,1980
79,38749,1000,1982
79,39694,1000,1984
79,40658,1000,1986
79,41657,1000,1988
79,42711,1000,1990
79,43835,1000,1992
79,45034,1000,1994
79,46306,1000,1996
79,47647,1000,1998
79,49831,1000,2000
79,51379,1000,2002
79,52981,1000,2004
79,54628,1000,2006
79,0,1000,2008
78,0,1000,1978
78,0,1000,1980
78,0,1000,1982
78,0,1000,1984
78,0,1000,1986
78,0,1000,1988
78,0,1000,1990
78,0,1000,1992
78,0,1000,1994
78,0,1000,1996
78,0,1000,1998
78,0,1000,2000
78,0,1000,2002
78,1571,1000,2004
78,1548,1000,2006
78,1528,1000,2008
80,42,1000,1978
80,43,1000,1980
80,43,1000,1982
80,44,1000,1984
80,44,1000,1986
80,45,1000,1988
80,45,1000,1990
80,46,1000,1992
80,46,1000,1994
80,47,1000,1996
80,48,1000,1998
80,48,1000,2000
80,48,1000,2002
80,47,1000,2004
80,46,1000,2006
80,45,1000,2008
80,2,1000,1978
80,2,1000,1980
80,2,1000,1982
80,2,1000,1984
80,2,1000,1986
80,2,1000,1988
80,2,1000,1990
80,2,1000,1992
80,2,1000,1994
80,2,1000,1996
80,2,1000,1998
80,2,1000,2000
80,2,1000,2002
80,2,1000,2004
80,2,1000,2006
80,2,1000,2008
83,607,1000,1978
83,621,1000,1980
83,634,1000,1982
83,646,1000,1984
83,658,1000,1986
83,672,1000,1988
83,686,1000,1990
83,699,1000,1992
83,707,1000,1994
83,712,1000,1996
83,715,1000,1998
83,720,1000,2000
83,726,1000,2002
83,735,1000,2004
83,738,1000,2006
83,748,1000,2008
84,4753,1000,1978
84,4765,1000,1980
84,4780,1000,1982
84,4800,1000,1984
84,4827,1000,1986
84,4856,1000,1988
84,4882,1000,1990
84,4902,1000,1992
84,4918,1000,1994
84,4932,1000,1996
84,4946,1000,1998
84,4962,1000,2000
84,4986,1000,2002
84,5014,1000,2004
84,5042,1000,2006
84,5069,1000,2008
84,62,1000,1978
84,65,1000,1980
84,68,1000,1982
84,72,1000,1984
84,75,1000,1986
84,79,1000,1988
84,83,1000,1990
84,88,1000,1992
84,93,1000,1994
84,99,1000,1996
84,105,1000,1998
84,111,1000,2000
84,116,1000,2002
84,121,1000,2004
84,126,1000,2006
84,130,1000,2008
8,6615,1000,1978
8,6804,1000,1980
8,6993,1000,1982
8,7183,1000,1984
8,7375,1000,1986
8,7570,1000,1988
8,7769,1000,1990
8,7976,1000,1992
8,8188,1000,1994
8,8407,1000,1996
8,8641,1000,1998
8,8901,1000,2000
8,9194,1000,2002
8,9524,1000,2004
8,9888,1000,2006
8,10276,1000,2008
84,142,1000,1978
84,147,1000,1980
84,151,1000,1982
84,156,1000,1984
84,160,1000,1986
84,165,1000,1988
84,169,1000,1990
84,174,1000,1992
84,178,1000,1994
84,183,1000,1996
84,187,1000,1998
84,191,1000,2000
84,195,1000,2002
84,199,1000,2004
84,203,1000,2006
84,207,1000,2008
70,247,1000,1978
70,264,1000,1980
70,281,1000,1982
70,301,1000,1984
70,321,1000,1986
70,343,1000,1988
70,366,1000,1990
70,391,1000,1992
70,417,1000,1994
70,445,1000,1996
70,472,1000,1998
70,496,1000,2000
70,517,1000,2002
70,538,1000,2004
70,557,1000,2006
70,574,1000,2008
92,0,1000,1978
92,0,1000,1980
92,0,1000,1982
92,0,1000,1984
92,0,1000,1986
92,0,1000,1988
92,0,1000,1990
92,0,1000,1992
92,0,1000,1994
92,0,1000,1996
92,0,1000,1998
92,0,1000,2000
92,0,1000,2002
92,5442,1000,2004
92,5438,1000,2006
92,5410,1000,2008
89,736,1000,1978
89,771,1000,1980
89,806,1000,1982
89,842,1000,1984
89,878,1000,1986
89,915,1000,1988
89,950,1000,1990
89,985,1000,1992
89,1018,1000,1994
89,1050,1000,1996
89,1082,1000,1998
89,1114,1000,2000
89,962,1000,2002
89,991,1000,2004
89,991.3,1000,2006
89,1019.9,1000,2008
90,602,1000,1978
90,621,1000,1980
90,641,1000,1982
90,661,1000,1984
90,682,1000,1986
90,703,1000,1988
90,724,1000,1990
90,745,1000,1992
90,767,1000,1994
90,792,1000,1996
90,809,1000,1998
90,832,1000,2000
90,853,1000,2002
90,878,1000,2004
90,904,1000,2006
90,980,1000,2008
91,419,1000,1978
91,429,1000,1980
91,441,1000,1982
91,454,1000,1984
91,468,1000,1986
91,483,1000,1988
91,500,1000,1990
91,517,1000,1992
91,535,1000,1994
91,553,1000,1996
91,573,1000,1998
91,597,1000,2000
91,627.2,1000,2002
91,655.9,1000,2004
91,0,1000,2006
91,0,1000,2008
93,0,1000,1978
93,0,1000,1980
93,0,1000,1982
93,0,1000,1984
93,0,1000,1986
93,0,1000,1988
93,0,1000,1990
93,0,1000,1992
93,0,1000,1994
93,0,1000,1996
93,0,1000,1998
93,0,1000,2000
93,0,1000,2002
93,0,1000,2004
93,0,1000,2006
93,0,1000,2008
11,60,1000,1978
11,63,1000,1980
11,63,1000,1982
11,63,1000,1984
11,64,1000,1986
11,64,1000,1988
11,64,1000,1990
11,64,1000,1992
11,63,1000,1994
11,63,1000,1996
11,63,1000,1998
11,63,1000,2000
11,63,1000,2002
11,64,1000,2004
11,64,1000,2006
11,65,1000,2008
34,0,1000,1978
34,0,1000,1980
34,0,1000,1982
34,0,1000,1984
34,0,1000,1986
34,0,1000,1988
34,0,1000,1990
34,0,1000,1992
34,0,1000,1994
34,0,1000,1996
34,0,1000,1998
34,0,1000,2000
34,0,1000,2002
34,0,1000,2004
34,3952.5,1000,2006
34,3715.4,1000,2008
94,10334,1000,1978
94,10513,1000,1980
94,10734,1000,1982
94,11013,1000,1984
94,11361,1000,1986
94,11783,1000,1988
94,12278,1000,1990
94,13274,1000,1992
94,13697,1000,1994
94,14121,1000,1996
94,14561,1000,1998
94,15128,1000,2000
94,15611,1000,2002
94,16112,1000,2004
94,16624,1000,2006
94,17138,1000,2008
95,29,1000,1978
95,26,1000,1980
95,26,1000,1982
95,26,1000,1984
95,26,1000,1986
95,26,1000,1988
95,27,1000,1990
95,27,1000,1992
95,27,1000,1994
95,27,1000,1996
95,27,1000,1998
95,27,1000,2000
95,27,1000,2002
95,27,1000,2004
95,27,1000,2006
95,27,1000,2008
135,59,1000,1978
135,57,1000,1980
135,58,1000,1982
135,59,1000,1984
135,60,1000,1986
135,61,1000,1988
135,63,1000,1990
135,64,1000,1992
135,66,1000,1994
135,67,1000,1996
135,69,1000,1998
135,70,1000,2000
135,72,1000,2002
135,73,1000,2004
135,74,1000,2006
135,75,1000,2008
98,49,1000,1978
98,50,1000,1980
98,50,1000,1982
98,51,1000,1984
98,51,1000,1986
98,52,1000,1988
98,53,1000,1990
98,53,1000,1992
98,54,1000,1994
98,54,1000,1996
98,55,1000,1998
98,55,1000,2000
98,56,1000,2002
98,56,1000,2004
98,56,1000,2006
98,56,1000,2008
99,90,1000,1978
99,90,1000,1980
99,89,1000,1982
99,89,1000,1984
99,89,1000,1986
99,88,1000,1988
99,88,1000,1990
99,87,1000,1992
99,87,1000,1994
99,87,1000,1996
99,86,1000,1998
99,86,1000,2000
99,85,1000,2002
99,85,1000,2004
99,85,1000,2006
99,84,1000,2008
100,327,1000,1978
100,326,1000,1980
100,327,1000,1982
100,330,1000,1984
100,335,1000,1986
100,341,1000,1988
100,348,1000,1990
100,355,1000,1992
100,362,1000,1994
100,370,1000,1996
100,378,1000,1998
100,385,1000,2000
100,391,1000,2002
100,396,1000,2004
100,400,1000,2006
100,403,1000,2008
101,102,1000,1978
101,104,1000,1980
101,107,1000,1982
101,109,1000,1984
101,111,1000,1986
101,114,1000,1988
101,117,1000,1990
101,119,1000,1992
101,122,1000,1994
101,125,1000,1996
101,128,1000,1998
101,131,1000,2000
101,134,1000,2002
101,136,1000,2004
101,139,1000,2006
101,141,1000,2008
103,6543,1000,1978
103,6727,1000,1980
103,6917,1000,1982
103,7113,1000,1984
103,7315,1000,1986
103,7524,1000,1988
103,7740,1000,1990
103,7963,1000,1992
103,8195,1000,1994
103,8434,1000,1996
103,8681,1000,1998
103,8532,1000,2000
103,8749,1000,2002
103,8976,1000,2004
103,9214,1000,2006
103,9460,1000,2008
12,27281,1000,1978
12,27676,1000,1980
12,28094,1000,1982
12,28524,1000,1984
12,28963,1000,1986
12,29409,1000,1988
12,29858,1000,1990
12,30305,1000,1992
12,30750,1000,1994
12,31195,1000,1996
12,31638,1000,1998
12,32082,1000,2000
12,32527,1000,2002
12,32972,1000,2004
12,33418,1000,2006
12,33865,1000,2008
104,4316,1000,1978
104,4385,1000,1980
104,4461,1000,1982
104,4547,1000,1984
104,4642,1000,1986
104,4747,1000,1988
104,4862,1000,1990
104,4987,1000,1992
104,5123,1000,1994
104,5268,1000,1996
104,5422,1000,1998
104,5585,1000,2000
104,6025,1000,2002
104,6338,1000,2004
104,6660,1000,2006
104,6942,1000,2008
107,748,1000,1978
107,757,1000,1980
107,761,1000,1982
107,762,1000,1984
107,762,1000,1986
107,760,1000,1988
107,758,1000,1990
107,754,1000,1992
107,749,1000,1994
107,744,1000,1996
107,738,1000,1998
107,734,1000,2000
107,731,1000,2002
107,731,1000,2004
107,732,1000,2006
107,734,1000,2008
108,5173,1000,1978
108,5261,1000,1980
108,5353,1000,1982
108,5447,1000,1984
108,5546,1000,1986
108,5647,1000,1988
108,5754,1000,1990
108,5865,1000,1992
108,5981,1000,1994
108,6102,1000,1996
108,6227,1000,1998
108,6766,1000,2000
108,6916,1000,2002
108,7056,1000,2004
108,7187,1000,2006
108,7312,1000,2008
110,1,1000,1978
110,1,1000,1980
110,1,1000,1982
110,1,1000,1984
110,1,1000,1986
110,1,1000,1988
110,1,1000,1990
110,1,1000,1992
110,1,1000,1994
110,1,1000,1996
110,1,1000,1998
110,1,1000,2000
110,1,1000,2002
110,1,1000,2004
110,1,1000,2006
110,1,1000,2008
111,3337,1000,1978
111,3452,1000,1980
111,3569,1000,1982
111,3688,1000,1984
111,3808,1000,1986
111,3932,1000,1988
111,4057,1000,1990
111,4186,1000,1992
111,4319,1000,1994
111,4454,1000,1996
111,4592,1000,1998
111,4734,1000,2000
111,4879,1000,2002
111,5028,1000,2004
111,5180,1000,2006
111,5335,1000,2008
51,4788,1000,1978
51,4919,1000,1980
51,5039,1000,1982
51,5145,1000,1984
51,5239,1000,1986
51,5321,1000,1988
51,5393,1000,1990
51,5456,1000,1992
51,5509,1000,1994
51,5554,1000,1996
51,5596,1000,1998
51,5644,1000,2000
51,5704,1000,2002
51,5778,1000,2004
51,5864,1000,2006
51,5961,1000,2008
113,10673,1000,1978
113,10693,1000,1980
113,10707,1000,1982
113,10705,1000,1984
113,10687,1000,1986
113,10656,1000,1988
113,10619,1000,1990
113,10579,1000,1992
113,10537,1000,1994
113,10492,1000,1996
113,10447,1000,1998
113,10404,1000,2000
113,10365,1000,2002
113,10331,1000,2004
113,10301,1000,2006
113,10274,1000,2008
62,0,1000,1978
62,4358,1000,1980
62,4377,1000,1982
62,4388,1000,1984
62,4393,1000,1986
62,4402,1000,1988
62,4425,1000,1990
62,4471,1000,1992
62,4547,1000,1994
62,4645,1000,1996
62,4745,1000,1998
62,4817,1000,2000
62,4842,1000,2002
62,4810,1000,2004
62,4730,1000,2006
62,4624,1000,2008
114,223,1000,1978
114,226,1000,1980
114,228,1000,1982
114,231,1000,1984
114,233,1000,1986
114,236,1000,1988
114,239,1000,1990
114,241,1000,1992
114,244,1000,1994
114,247,1000,1996
114,250,1000,1998
114,252,1000,2000
114,255,1000,2002
114,257,1000,2004
114,260,1000,2006
114,262,1000,2008
