Country,Value,Measurement Unit,Year
13,0,1000,1978
13,0,1000,1980
13,0,1000,1982
13,0,1000,1984
13,0,1000,1986
13,0,1000,1988
13,0,1000,1990
13,0,1000,1992
13,0,1000,1994
13,0,1000,1996
13,0,1000,1998
13,0,1000,2000
13,0,1000,2002
13,3441,1000,2004
13,3641,1000,2006
13,3688,1000,2008
17,14309,1000,1978
17,14428,1000,1980
17,14569,1000,1982
17,14743,1000,1984
17,14944,1000,1986
17,15167,1000,1988
17,15402,1000,1990
17,15641,1000,1992
17,15885,1000,1994
17,16134,1000,1996
17,16386,1000,1998
17,16638,1000,2000
17,16888,1000,2002
17,17133,1000,2004
17,17374,1000,2006
17,17610,1000,2008
115,660624,1000,1978
115,674450,1000,1980
115,688856,1000,1982
115,703909,1000,1984
115,719533,1000,1986
115,735585,1000,1988
115,751855,1000,1990
115,768185,1000,1992
115,784527,1000,1994
115,800913,1000,1996
115,817899.8,1000,1998
115,834094,1000,2000
115,844866,1000,2002
115,861266,1000,2004
115,877694,1000,2006
115,897140,1000,2008
116,144764,1000,1978
116,147823,1000,1980
116,150958,1000,1982
116,154178,1000,1984
116,157464,1000,1986
116,160781,1000,1988
116,164082,1000,1990
116,167332,1000,1992
116,170521,1000,1994
116,173658,1000,1996
116,176757.6,1000,1998
116,179798,1000,2000
116,182474,1000,2002
116,185568,1000,2004
116,188623,1000,2006
116,191279,1000,2008
116,36535,1000,1978
116,37886,1000,1980
116,39343,1000,1982
116,40980,1000,1984
116,42773,1000,1986
116,44663,1000,1988
116,46574,1000,1990
116,48442,1000,1992
116,50250,1000,1994
116,51998,1000,1996
116,53667,1000,1998
116,55239,1000,2000
116,56703,1000,2002
116,58049,1000,2004
116,59275,1000,2006
116,60394,1000,2008
118,12175,1000,1978
118,12542,1000,1980
118,12962,1000,1982
118,13404,1000,1984
118,13865,1000,1986
118,14334,1000,1988
118,14794,1000,1990
118,15236,1000,1992
118,15654,1000,1994
118,16053,1000,1996
118,16451,1000,1998
118,16875,1000,2000
118,17341,1000,2002
118,17856,1000,2004
118,18415,1000,2006
118,19005,1000,2008
121,3692,1000,1978
121,3690,1000,1980
121,3764,1000,1982
121,3835,1000,1984
121,3904,1000,1986
121,3970,1000,1988
121,4036,1000,1990
121,4103,1000,1992
121,4168,1000,1994
121,4234,1000,1996
121,4307,1000,1998
121,4399,1000,2000
121,4514,1000,2002
121,4656,1000,2004
121,4822,1000,2006
121,5002,1000,2008
63,7588,1000,1978
63,7884,1000,1980
63,8194,1000,1982
63,8516,1000,1984
63,8852,1000,1986
63,9200,1000,1988
63,9560,1000,1990
63,9933,1000,1992
63,10319,1000,1994
63,10717,1000,1996
63,11126,1000,1998
63,11545,1000,2000
63,12022,1000,2002
63,12423,1000,2004
63,12821,1000,2006
63,13194,1000,2008
132,0,1000,1978
132,0,1000,1980
132,0,1000,1982
132,0,1000,1984
132,0,1000,1986
132,0,1000,1988
132,0,1000,1990
132,0,1000,1992
132,0,1000,1994
132,0,1000,1996
132,0,1000,1998
132,0,1000,2000
132,0,1000,2002
132,16786,1000,2004
132,16796,1000,2006
132,16735,1000,2008
123,2088,1000,1978
123,2112,1000,1980
123,2133,1000,1982
123,2162,1000,1984
123,2200,1000,1986
123,2241,1000,1988
123,2280,1000,1990
123,2311,1000,1992
123,2336,1000,1994
123,2351,1000,1996
123,2352,1000,1998
123,2355,1000,2000
123,2369,1000,2002
123,2386,1000,2004
123,2406.3,1000,2006
123,2428.1,1000,2008
18,7562,1000,1978
18,7549,1000,1980
18,7549,1000,1982
18,7565,1000,1984
18,7574,1000,1986
18,7552,1000,1988
18,7552,1000,1990
18,7558,1000,1992
18,7567,1000,1994
18,7576,1000,1996
18,7598,1000,1998
18,7620,1000,2000
18,7705.3,1000,2002
18,7816.3,1000,2004
18,7877.3,1000,2006
18,7910,1000,2008
126,114898,1000,1978
126,115875,1000,1980
126,116807,1000,1982
126,117709,1000,1984
126,118569,1000,1986
126,119383,1000,1988
126,120141,1000,1990
126,120837,1000,1992
126,121472,1000,1994
126,122052,1000,1996
126,122584,1000,1998
126,123076,1000,2000
126,123537,1000,2002
126,123969,1000,2004
126,124373,1000,2006
126,124754,1000,2008
129,0,1000,1978
129,0,1000,1980
129,0,1000,1982
129,0,1000,1984
129,0,1000,1986
129,0,1000,1988
129,0,1000,1990
129,0,1000,1992
129,0,1000,1994
129,0,1000,1996
129,0,1000,1998
129,1,1000,2000
129,1,1000,2002
129,1,1000,2004
129,0,1000,2006
129,0,1000,2008
130,2075,1000,1978
130,2150,1000,1980
130,2250,1000,1982
130,2320,1000,1984
130,2410,1000,1986
130,2495,1000,1988
130,2595,1000,1990
130,2712,1000,1992
130,2819,1000,1994
130,2860,1000,1996
130,2971,1000,1998
130,3086,1000,2000
130,3306,1000,2002
130,3585,1000,2004
130,3773,1000,2006
130,3841,1000,2008
138,0,1000,1978
138,0,1000,1980
138,0,1000,1982
138,0,1000,1984
138,0,1000,1986
138,0,1000,1988
138,0,1000,1990
138,0,1000,1992
138,0,1000,1994
138,0,1000,1996
138,0,1000,1998
138,0,1000,2000
138,0,1000,2002
138,4440,1000,2004
138,4467,1000,2006
138,4491,1000,2008
133,15418,1000,1978
133,16019,1000,1980
133,16632,1000,1982
133,17254,1000,1984
133,17889,1000,1986
133,18538,1000,1988
133,19200,1000,1990
133,19880,1000,1992
133,20573,1000,1994
133,21280,1000,1996
133,22014,1000,1998
133,22788,1000,2000
133,23552,1000,2002
133,24311,1000,2004
133,25070,1000,2006
133,25917,1000,2008
44,6643,1000,1978
44,6524,1000,1980
44,6498,1000,1982
44,6583,1000,1984
44,6764,1000,1986
44,7015,1000,1988
44,7291,1000,1990
44,7562,1000,1992
44,7819,1000,1994
44,8070,1000,1996
44,8171.9,1000,1998
44,8387,1000,2000
44,8652,1000,2002
44,8922,1000,2004
44,10328,1000,2006
44,10789,1000,2008
135,17602,1000,1978
135,17934,1000,1980
135,18260,1000,1982
135,18581,1000,1984
135,18900,1000,1986
135,19221,1000,1988
135,19549,1000,1990
135,19888,1000,1992
135,20240,1000,1994
135,20604,1000,1996
135,19760,1000,1998
135,20133,1000,2000
135,20461,1000,2002
135,20799,1000,2004
135,21148,1000,2006
135,20847,1000,2008
135,37022,1000,1978
135,37572,1000,1980
135,38124,1000,1982
135,38682,1000,1984
135,39241,1000,1986
135,39791,1000,1988
135,40316,1000,1990
135,40806,1000,1992
135,41255,1000,1994
135,41670,1000,1996
135,42065,1000,1998
135,42460,1000,2000
135,42869,1000,2002
135,43297,1000,2004
135,43739,1000,2006
135,44185,1000,2008
137,1222,1000,1978
137,1299,1000,1980
137,1375,1000,1982
137,1448,1000,1984
137,1518,1000,1986
137,1584,1000,1988
137,1648,1000,1990
137,1710,1000,1992
137,1786,1000,1994
137,1872,1000,1996
137,1958,1000,1998
137,2048,1000,2000
137,2143,1000,2002
137,2095,1000,2004
137,1995.5,1000,2006
137,1843,1000,2008
140,0,1000,1978
140,0,1000,1980
140,0,1000,1982
140,0,1000,1984
140,0,1000,1986
140,0,1000,1988
140,0,1000,1990
140,0,1000,1992
140,0,1000,1994
140,0,1000,1996
140,0,1000,1998
140,0,1000,2000
140,0,1000,2002
140,2659,1000,2004
140,2627,1000,2006
140,2588,1000,2008
20,201,1000,1978
20,206,1000,1980
20,210,1000,1982
20,215,1000,1984
20,219,1000,1986
20,224,1000,1988
20,229,1000,1990
20,234,1000,1992
20,238,1000,1994
20,242,1000,1996
20,246,1000,1998
20,250,1000,2000
20,255,1000,2002
20,261,1000,2004
20,266,1000,2006
20,272,1000,2008
139,3127,1000,1978
139,3161,1000,1980
139,3205,1000,1982
139,3262,1000,1984
139,3330,1000,1986
139,3408,1000,1988
139,3497,1000,1990
139,3594,1000,1992
139,3701,1000,1994
139,3818,1000,1996
139,3943.3,1000,1998
139,4032,1000,2000
139,4132,1000,2002
139,4240,1000,2004
139,4350,1000,2006
139,4460,1000,2008
141,2722,1000,1978
141,2691,1000,1980
141,2669,1000,1982
141,2662,1000,1984
141,2667,1000,1986
141,2676,1000,1988
141,2679,1000,1990
141,2668,1000,1992
141,2639,1000,1994
141,2598,1000,1996
141,2559,1000,1998
141,2540,1000,2000
141,2555,1000,2002
141,2610,1000,2004
141,2698,1000,2006
141,2960,1000,2008
142,1271,1000,1978
142,1303,1000,1980
142,1339,1000,1982
142,1379,1000,1984
142,1423,1000,1986
142,1469,1000,1988
142,1516,1000,1990
142,1563,1000,1992
142,1609,1000,1994
142,1654,1000,1996
142,1699,1000,1998
142,1744,1000,2000
142,1722,1000,2002
142,1762,1000,2004
142,1802,1000,2006
142,1843,1000,2008
144,1763,1000,1978
144,1819,1000,1980
144,1876,1000,1982
144,1936,1000,1984
144,1999,1000,1986
144,2064,1000,1988
144,2130,1000,1990
144,2199,1000,1992
144,2269,1000,1994
144,2341,1000,1996
144,2415,1000,1998
144,2493,1000,2000
144,2575,1000,2002
144,2200,1000,2004
144,2100,1000,2006
144,2100,1000,2008
144,2787,1000,1978
144,2912,1000,1980
144,3043,1000,1982
144,3179,1000,1984
144,3322,1000,1986
144,3470,1000,1988
144,3624,1000,1990
144,3786,1000,1992
144,3942,1000,1994
144,4097,1000,1996
144,4235,1000,1998
144,4388,1000,2000
144,4545,1000,2002
144,4708,1000,2004
144,4487.6,1000,2006
144,4574,1000,2008
146,25,1000,1978
146,25,1000,1980
146,25,1000,1982
146,25,1000,1984
146,26,1000,1986
146,26,1000,1988
146,27,1000,1990
146,27,1000,1992
146,27,1000,1994
146,28,1000,1996
146,28,1000,1998
146,28,1000,2000
146,29,1000,2002
146,29,1000,2004
146,30,1000,2006
146,30,1000,2008
147,0,1000,1978
147,0,1000,1980
147,0,1000,1982
147,0,1000,1984
147,0,1000,1986
147,0,1000,1988
147,0,1000,1990
147,0,1000,1992
147,0,1000,1994
147,0,1000,1996
147,0,1000,1998
147,0,1000,2000
147,0,1000,2002
147,3717,1000,2004
147,3736,1000,2006
147,3730,1000,2008
149,236,1000,1978
149,248,1000,1980
149,252,1000,1982
149,259,1000,1984
149,268,1000,1986
149,280,1000,1988
149,293,1000,1990
149,306,1000,1992
149,320,1000,1994
149,334,1000,1996
149,348,1000,1998
149,361,1000,2000
149,372,1000,2002
149,382,1000,2004
149,390,1000,2006
149,398,1000,2008
150,8513,1000,1978
150,8783,1000,1980
150,9063,1000,1982
150,9352,1000,1984
150,9652,1000,1986
150,9963,1000,1988
150,10289,1000,1990
150,10632,1000,1992
150,10992,1000,1994
150,11369,1000,1996
150,11759,1000,1998
150,12161,1000,2000
150,12571,1000,2002
150,11850,1000,2004
150,12180,1000,2006
150,12521,1000,2008
21,317,1000,1978
21,332,1000,1980
21,347,1000,1982
21,361,1000,1984
21,374,1000,1986
21,387,1000,1988
21,400,1000,1990
21,413,1000,1992
21,427,1000,1994
21,442,1000,1996
21,457,1000,1998
21,473,1000,2000
21,490,1000,2002
21,508,1000,2004
21,527,1000,2006
21,547,1000,2008
152,5800,1000,1978
152,5994,1000,1980
152,6183,1000,1982
152,6361,1000,1984
152,6535,1000,1986
152,6723,1000,1988
152,6954,1000,1990
152,7247,1000,1992
152,7607,1000,1994
152,8024,1000,1996
152,8476,1000,1998
152,8932,1000,2000
152,9367,1000,2002
152,9776,1000,2004
152,10163,1000,2006
152,10520,1000,2008
153,13126,1000,1978
153,13435,1000,1980
153,13763,1000,1982
153,14112,1000,1984
153,14479,1000,1986
153,14864,1000,1988
153,15264,1000,1990
153,15677,1000,1992
153,16103,1000,1994
153,16541,1000,1996
153,16987,1000,1998
153,17398,1000,2000
153,17845,1000,2002
153,18281,1000,2004
153,18714,1000,2006
153,19323,1000,2008
154,149,1000,1978
154,154,1000,1980
154,158,1000,1982
154,163,1000,1984
154,168,1000,1986
154,173,1000,1988
154,178,1000,1990
154,184,1000,1992
154,189,1000,1994
154,196,1000,1996
154,202,1000,1998
154,209,1000,2000
154,216,1000,2002
154,222,1000,2004
154,229,1000,2006
154,236,1000,2008
155,6706,1000,1978
155,6860,1000,1980
155,7023,1000,1982
155,7199,1000,1984
155,7390,1000,1986
155,7599,1000,1988
155,7829,1000,1990
155,7430,1000,1992
155,7620,1000,1994
155,7816,1000,1996
155,7899,1000,1998
155,8122,1000,2000
155,8269,1000,2002
155,8419,1000,2004
155,8571,1000,2006
155,8733,1000,2008
156,315,1000,1978
156,320,1000,1980
156,324,1000,1982
156,328,1000,1984
156,333,1000,1986
156,337,1000,1988
156,341,1000,1990
156,344,1000,1992
156,348,1000,1994
156,351,1000,1996
156,354,1000,1998
156,357,1000,2000
156,360,1000,2002
156,364,1000,2004
156,367,1000,2006
156,371,1000,2008
158,326,1000,1978
158,326,1000,1980
158,326,1000,1982
158,328,1000,1984
158,330,1000,1986
158,333,1000,1988
158,337,1000,1990
158,341,1000,1992
158,344,1000,1994
158,349,1000,1996
158,353,1000,1998
158,357,1000,2000
158,360,1000,2002
158,363,1000,2004
158,366,1000,2006
158,369,1000,2008
159,1475,1000,1978
159,1512,1000,1980
159,1551,1000,1982
159,1591,1000,1984
159,1632,1000,1986
159,1675,1000,1988
159,1720,1000,1990
159,1786,1000,1992
159,1830,1000,1994
159,1896,1000,1996
159,1979,1000,1998
159,2078,1000,2000
159,2136,1000,2002
159,2196,1000,2004
159,2233,1000,2006
159,2167,1000,2008
160,938,1000,1978
160,953,1000,1980
160,966,1000,1982
160,978,1000,1984
160,989,1000,1986
160,998,1000,1988
160,1007,1000,1990
160,1016,1000,1992
160,1024,1000,1994
160,1031,1000,1996
160,1039,1000,1998
160,1047,1000,2000
160,1056.7,1000,2002
160,1067.2,1000,2004
160,1078.8,1000,2006
160,1091.3,1000,2008
162,63789,1000,1978
162,65916,1000,1980
162,67569,1000,1982
162,69191,1000,1984
162,70783,1000,1986
162,72353,1000,1988
162,73911,1000,1990
162,75464,1000,1992
162,77014,1000,1994
162,78561,1000,1996
162,80109,1000,1998
162,81663,1000,2000
162,83225,1000,2002
162,84799,1000,2004
162,86382,1000,2006
162,87971,1000,2008
163,0,1000,1978
163,0,1000,1980
163,0,1000,1982
163,0,1000,1984
163,0,1000,1986
163,0,1000,1988
163,0,1000,1990
163,0,1000,1992
163,0,1000,1994
163,0,1000,1996
163,0,1000,1998
163,2,1000,2000
163,0,1000,2002
163,0,1000,2004
163,0,1000,2006
163,0,1000,2008
24,248,1000,1978
24,248,1000,1980
24,249,1000,1982
24,250,1000,1984
24,250,1000,1986
24,251,1000,1988
24,252,1000,1990
24,253,1000,1992
24,254,1000,1994
24,254,1000,1996
24,255,1000,1998
24,256,1000,2000
24,257,1000,2002
24,258,1000,2004
24,259,1000,2006
24,260,1000,2008
166,0,1000,1978
166,26,1000,1980
166,27,1000,1982
166,27,1000,1984
166,27,1000,1986
166,28,1000,1988
166,28,1000,1990
166,28,1000,1992
166,29,1000,1994
166,29,1000,1996
166,29,1000,1998
166,30,1000,2000
166,30,1000,2002
166,30,1000,2004
166,31,1000,2006
166,31,1000,2008
167,1573,1000,1978
167,1618,1000,1980
167,1663,1000,1982
167,1710,1000,1984
167,1758,1000,1986
167,1807,1000,1988
167,1857,1000,1990
167,1909,1000,1992
167,1962,1000,1994
167,2017,1000,1996
167,2095.2,1000,1998
167,2157.6,1000,2000
167,2216.1,1000,2002
167,2269,1000,2004
167,2310,1000,2006
167,2336,1000,2008
168,12,1000,1978
168,12,1000,1980
168,12,1000,1982
168,12,1000,1984
168,12,1000,1986
168,12,1000,1988
168,11,1000,1990
168,11,1000,1992
168,11,1000,1994
168,11,1000,1996
168,11,1000,1998
168,11,1000,2000
168,11,1000,2002
168,11,1000,2004
168,11,1000,2006
168,11,1000,2008
169,18518,1000,1978
169,18927,1000,1980
169,19382,1000,1982
169,19869,1000,1984
169,20384,1000,1986
169,20918,1000,1988
169,21458,1000,1990
169,21995,1000,1992
169,22525,1000,1994
169,23051,1000,1996
169,23568,1000,1998
169,24073,1000,2000
169,24564,1000,2002
169,25039,1000,2004
169,25500,1000,2006
169,25949,1000,2008
170,11429,1000,1978
170,11764,1000,1980
170,12095,1000,1982
170,12424,1000,1984
170,12751,1000,1986
170,13058,1000,1988
170,13326,1000,1990
170,13541,1000,1992
170,13697,1000,1994
170,13804,1000,1996
170,13894,1000,1998
170,14011,1000,2000
170,14187,1000,2002
170,14430,1000,2004
170,14735,1000,2006
170,15102,1000,2008
164,0,1000,1978
164,0,1000,1980
164,0,1000,1982
164,0,1000,1984
164,0,1000,1986
164,0,1000,1988
164,0,1000,1990
164,0,1000,1992
164,0,1000,1994
164,0,1000,1996
164,0,1000,1998
164,0,1000,2000
164,0,1000,2002
164,4380,1000,2004
164,4368,1000,2006
164,4360,1000,2008
172,976,1000,1978
172,1002,1000,1980
172,1030,1000,1982
172,1058,1000,1984
172,1086,1000,1986
172,1116,1000,1988
172,1146,1000,1990
172,1178,1000,1992
172,1210,1000,1994
172,1243,1000,1996
172,1278,1000,1998
172,1313,1000,2000
172,1349,1000,2002
172,1387,1000,2004
172,1387,1000,2006
172,1426,1000,2008
173,7,1000,1978
173,7,1000,1980
173,7,1000,1982
173,8,1000,1984
173,8,1000,1986
173,8,1000,1988
173,8,1000,1990
173,8,1000,1992
173,8,1000,1994
173,9,1000,1996
173,9,1000,1998
173,9,1000,2000
173,9,1000,2002
173,10,1000,2004
173,10,1000,2006
173,10,1000,2008
175,14091,1000,1978
175,14478,1000,1980
175,14874,1000,1982
175,15279,1000,1984
175,15693,1000,1986
175,16114,1000,1988
175,16542,1000,1990
175,16975,1000,1992
175,17412,1000,1994
175,17854,1000,1996
175,17819.5,1000,1998
175,18298,1000,2000
175,18772,1000,2002
175,19255,1000,2004
175,19021,1000,2006
175,19980,1000,2008
175,171,1000,1978
175,172,1000,1980
175,174,1000,1982
175,175,1000,1984
175,177,1000,1986
175,179,1000,1988
175,180,1000,1990
175,182,1000,1992
175,183,1000,1994
175,184,1000,1996
175,184,1000,1998
175,186,1000,2000
175,188,1000,2002
175,191,1000,2004
175,194,1000,2006
175,198,1000,2008
179,140,1000,1978
179,140,1000,1980
179,143,1000,1982
179,145,1000,1984
179,148,1000,1986
179,150,1000,1988
179,153,1000,1990
179,155,1000,1992
179,158,1000,1994
179,161,1000,1996
179,164,1000,1998
179,167,1000,2000
179,171,1000,2002
179,175,1000,2004
179,179,1000,2006
179,184,1000,2008
149,0,1000,1978
149,1777,1000,1980
149,1795,1000,1982
149,1806,1000,1984
149,1812,1000,1986
149,1816,1000,1988
149,1820,1000,1990
149,1828,1000,1992
149,1841,1000,1994
149,1857,1000,1996
149,1876,1000,1998
149,1894,1000,2000
149,1909,1000,2002
149,1922,1000,2004
149,1933,1000,2006
149,1943,1000,2008
262,111,1000,1978
262,114,1000,1980
262,117,1000,1982
262,120,1000,1984
262,123,1000,1986
262,126,1000,1988
262,129,1000,1990
262,132,1000,1992
262,135,1000,1994
262,138,1000,1996
262,142,1000,1998
262,146,1000,2000
262,149,1000,2002
262,154,1000,2004
262,158,1000,2006
262,163,1000,2008
179,3121,1000,1978
179,3106,1000,1980
179,3113,1000,1982
179,3131,1000,1984
179,3157,1000,1986
179,3189,1000,1988
179,3220,1000,1990
179,3247,1000,1992
179,3269,1000,1994
179,3287,1000,1996
179,3306,1000,1998
179,3329,1000,2000
179,3360,1000,2002
179,3402,1000,2004
179,3450,1000,2006
179,3504,1000,2008
180,2648,1000,1978
180,2724,1000,1980
180,2802,1000,1982
180,2885,1000,1984
180,2970,1000,1986
180,3058,1000,1988
180,3144,1000,1990
180,3229,1000,1992
180,3309,1000,1994
180,3388,1000,1996
180,3470,1000,1998
180,3733,1000,2000
180,3827,1000,2002
180,3933,1000,2004
180,4049,1000,2006
180,4172,1000,2008
181,5034,1000,1978
181,5169,1000,1980
181,5311,1000,1982
181,5460,1000,1984
181,5616,1000,1986
181,5779,1000,1988
181,5945,1000,1990
181,6917,1000,1992
181,7098,1000,1994
181,7120,1000,1996
181,7456,1000,1998
181,7657,1000,2000
181,7864,1000,2002
181,8076,1000,2004
181,8294,1000,2006
181,8518,1000,2008
182,68121,1000,1978
182,70037,1000,1980
182,72024,1000,1982
182,74082,1000,1984
182,76214,1000,1986
182,78422,1000,1988
182,80706,1000,1990
182,83068,1000,1992
182,85506,1000,1994
182,88023,1000,1996
182,90629,1000,1998
182,87031,1000,2000
182,89364,1000,2002
182,91723,1000,2004
182,94107,1000,2006
182,96517,1000,2008
23,83377,1000,1978
23,85770,1000,1980
23,88219,1000,1982
23,90718,1000,1984
23,93263,1000,1986
23,95851,1000,1988
23,98480,1000,1990
23,101147,1000,1992
23,102500,1000,1994
23,104100,1000,1996
23,105802.8,1000,1998
23,107554,1000,2000
23,110025,1000,2002
23,112710,1000,2004
23,115421,1000,2006
23,117697,1000,2008
183,4,1000,1978
183,4,1000,1980
183,3,1000,1982
183,3,1000,1984
183,3,1000,1986
183,3,1000,1988
183,3,1000,1990
183,3,1000,1992
183,3,1000,1994
183,3,1000,1996
183,2,1000,1998
183,2,1000,2000
183,2,1000,2002
183,2,1000,2004
183,2,1000,2006
183,2,1000,2008
183,2,1000,1978
183,2,1000,1980
183,2,1000,1982
183,2,1000,1984
183,2,1000,1986
183,2,1000,1988
183,2,1000,1990
183,2,1000,1992
183,2,1000,1994
183,2,1000,1996
183,2,1000,1998
183,2,1000,2000
183,2,1000,2002
183,2,1000,2004
183,0,1000,2006
183,0,1000,2008
186,4059,1000,1978
186,4072,1000,1980
186,4086,1000,1982
186,4099,1000,1984
186,4112,1000,1986
186,4125,1000,1988
186,4138,1000,1990
186,4153,1000,1992
186,4168,1000,1994
186,4184,1000,1996
186,4202,1000,1998
186,4221,1000,2000
186,4241,1000,2002
186,4263,1000,2004
186,4287,1000,2006
186,4311,1000,2008
187,0,1000,1978
187,0,1000,1980
187,0,1000,1982
187,0,1000,1984
187,0,1000,1986
187,0,1000,1988
187,0,1000,1990
187,0,1000,1992
187,0,1000,1994
187,0,1000,1996
187,0,1000,1998
187,0,1000,2000
187,0,1000,2002
187,0,1000,2004
187,0,1000,2006
187,0,1000,2008
188,80468,1000,1978
188,78793,1000,1980
188,81230,1000,1982
188,83798,1000,1984
188,86487,1000,1986
188,89275,1000,1988
188,92135,1000,1990
188,95040,1000,1992
188,97996,1000,1994
188,100997,1000,1996
188,103999,1000,1998
188,106948,1000,2000
188,109811,1000,2002
188,112561,1000,2004
188,115224,1000,2006
188,119277,1000,2008
191,1860,1000,1978
191,1904,1000,1980
191,1949,1000,1982
191,1995,1000,1984
191,2040,1000,1986
191,2085,1000,1988
191,2130,1000,1990
191,2176,1000,1992
191,2221,1000,1994
191,2268,1000,1996
191,2314,1000,1998
191,2362,1000,2000
191,2411,1000,2002
191,2461,1000,2004
191,2512,1000,2006
191,2564,1000,2008
66,0,1000,1978
66,10242,1000,1980
66,10283,1000,1982
66,10307,1000,1984
66,10317,1000,1986
66,10315,1000,1988
66,10309,1000,1990
66,10305,1000,1992
66,10303,1000,1994
66,10301,1000,1996
66,10301,1000,1998
66,10303,1000,2000
66,10306,1000,2002
66,10311,1000,2004
66,10319,1000,2006
66,10327,1000,2008
191,2941,1000,1978
191,3014,1000,1980
191,3086,1000,1982
191,3157,1000,1984
191,3227,1000,1986
191,3298,1000,1988
191,3369,1000,1990
191,3442,1000,1992
191,3517,1000,1994
191,3594,1000,1996
191,3673,1000,1998
191,3755,1000,2000
191,3839.1,1000,2002
191,3926,1000,2004
191,3961.4,1000,2006
191,4066.4,1000,2008
194,2939,1000,1978
194,3018,1000,1980
194,3114,1000,1982
194,3209,1000,1984
194,3304,1000,1986
194,3400,1000,1988
194,3501,1000,1990
194,3609,1000,1992
194,3723,1000,1994
194,3844,1000,1996
194,3969,1000,1998
194,4094,1000,2000
194,4219,1000,2002
194,4341,1000,2004
194,4463,1000,2006
194,4584,1000,2008
30,54,1000,1978
30,67,1000,1980
30,68,1000,1982
30,69,1000,1984
30,69,1000,1986
30,70,1000,1988
30,70,1000,1990
30,71,1000,1992
30,72,1000,1994
30,72,1000,1996
30,73,1000,1998
30,74,1000,2000
30,74,1000,2002
30,75,1000,2004
30,75,1000,2006
30,76,1000,2008
195,16443,1000,1978
195,16881,1000,1980
195,17321,1000,1982
195,17763,1000,1984
195,18208,1000,1986
195,18651,1000,1988
195,19088,1000,1990
195,19518,1000,1992
195,19938,1000,1994
195,20351,1000,1996
195,20759,1000,1998
195,21166,1000,2000
195,21569,1000,2002
195,21964,1000,2004
195,22353,1000,2006
195,22739,1000,2008
196,46113,1000,1978
196,47185,1000,1980
196,48317,1000,1982
196,49521,1000,1984
196,50789,1000,1986
196,52093,1000,1988
196,53395,1000,1990
196,54668,1000,1992
196,55902,1000,1994
196,57107,1000,1996
196,58281.6,1000,1998
196,59381,1000,2000
196,61040,1000,2002
196,62473,1000,2004
196,63928,1000,2006
196,65453,1000,2008
198,35010,1000,1978
198,35244,1000,1980
198,35574,1000,1982
198,35915,1000,1984
198,36262,1000,1986
198,36602,1000,1988
198,36920,1000,1990
198,37202,1000,1992
198,37444,1000,1994
198,37648,1000,1996
198,37820,1000,1998
198,37972,1000,2000
198,38111,1000,2002
198,38238,1000,2004
198,38352,1000,2006
198,38451,1000,2008
104,735,1000,1978
104,773,1000,1980
104,809,1000,1982
104,824,1000,1984
104,839,1000,1986
104,855,1000,1988
104,872,1000,1990
104,908,1000,1992
104,926,1000,1994
104,905,1000,1996
104,926,1000,1998
104,948,1000,2000
104,970,1000,2002
104,992,1000,2004
104,1013,1000,2006
104,1037,1000,2008
72,614,1000,1978
72,592,1000,1980
72,581,1000,1982
72,583,1000,1984
72,596,1000,1986
72,616,1000,1988
72,638,1000,1990
72,659,1000,1992
72,676,1000,1994
72,690,1000,1996
72,704,1000,1998
72,720,1000,2000
72,740,1000,2002
72,766,1000,2004
72,795,1000,2006
72,823,1000,2008
200,3130,1000,1978
200,3149,1000,1980
200,3197,1000,1982
200,3239,1000,1984
200,3278,1000,1986
200,3313,1000,1988
200,3346,1000,1990
200,3378,1000,1992
200,3409,1000,1994
200,3439,1000,1996
200,3468,1000,1998
200,3498,1000,2000
200,3528,1000,2002
200,3559,1000,2004
200,3590,1000,2006
200,3622,1000,2008
