Code, Label, LangCode
"872", "Monde (ex)", "FR"
"5700", "Monde Pays Développés", "FR"
"855", "Monde Pays en voie de Développement", "FR"
"5800", "Monde Pays en voie de Développement", "FR"
"141", "Mongolie", "FR"
"273", "Monténégro", "FR"
"142", "Montserrat", "FR"
"144", "Mozambique", "FR"
"28", "Myanmar", "FR"
"147", "Namibie", "FR"
"148", "Nauru", "FR"
"149", "Népal", "FR"
"157", "Nicaragua", "FR"
"158", "Niger", "FR"
"159", "Nigéria", "FR"
"160", "Nioué", "FR"
"162", "Norvège", "FR"
"153", "Nouvelle-Calédonie", "FR"
"156", "Nouvelle-Zélande", "FR"
"339", "Océanie", "FR"
"5500", "Océanie", "FR"
"446", "OCI", "FR"
"463", "OECO", "FR"
"221", "Oman", "FR"
"452", "OPAEP", "FR"
"388", "OPEP", "FR"
"504", "OPEP", "FR"
"342", "Org Coop & Dével Économ", "FR"
"301", "OUA", "FR"
"226", "Ouganda", "FR"
"235", "Ouzbékistan", "FR"
"165", "Pakistan", "FR"
"180", "Palaos", "FR"
"76", "Palestine", "FR"
"296", "PAM", "FR"
"166", "Panama", "FR"
"168", "Papouasie-Nouvelle-Guinée", "FR"
"169", "Paraguay", "FR"
"426", "Pays à Faible Revenu", "FR"
"5815", "Pays à faible revenu et à déficit vivrier", "FR"
"5808", "Pays Asiatiques du CIS en voie de développement", "FR"
"5804", "Pays d'Afrique en voie de Développement", "FR"
"5805", "Pays d'Amérique en voie de développement", "FR"
"5806", "Pays d'Asie en voie de développement", "FR"
"354", "Pays Développés", "FR"
"5705", "Pays développés d'Afrique (Aucun)", "FR"
"5701", "Pays développés d'Amérique", "FR"
"5703", "Pays développés d'Asie (Japon)", "FR"
"5702", "Pays développés d'Europe", "FR"
"306", "Pays développés d'Océanie", "FR"
"5704", "Pays développés d'Océanie", "FR"
"327", "Pays d'Océanie en voie de développement", "FR"
"5807", "Pays d'Océanie en voie de développement", "FR"
"333", "Pays en Transition", "FR"
"341", "Pays en Transition", "FR"
"355", "Pays en voie de Développement", "FR"
"331", "Pays Industrialisés", "FR"
"415", "Pays les moins développés", "FR"
"5801", "Pays les moins développés", "FR"
"402", "Pays sans littoral en voie de développement", "FR"
"5802", "Pays sans littoral en voie de développement", "FR"
"150", "Pays-Bas", "FR"
"366", "PECC", "FR"
"170", "Pérou", "FR"
"378", "Petites îles en voie de Développement", "FR"
"5803", "Petites îles en voie de Développement", "FR"
"171", "Philippines", "FR"
"173", "Pologne", "FR"
"5504", "Polynésie", "FR"
"70", "Polynésie française", "FR"
"177", "Porto Rico", "FR"
"174", "Portugal", "FR"
"5814", "Proche Orient et Afrique du Nord", "FR"
"319", "Proche-Orient", "FR"
"5811", "Proche-Orient (en Asie et en Afrique)", "FR"
"320", "Proche-Orient en Afrique", "FR"
"321", "Proche-Orient en Asie", "FR"
"422", "Proche-Orient en Asie (Autre)", "FR"
"325", "Proche-Orient et Afr Nord", "FR"
"179", "Qatar", "FR"
"5600", "Región Antarctique", "FR"
"212", "République arabe syrienne", "FR"
"37", "République centrafricaine", "FR"
"117", "République de Corée", "FR"
"146", "République de Moldova", "FR"
"250", "République démocratique du Congo", "FR"
"120", "République démocratique populaire lao", "FR"
"56", "République dominicaine", "FR"
"116", "République populaire démocratique de Corée", "FR"
"167", "République tchèque", "FR"
"215", "République-Unie de Tanzanie", "FR"
"182", "Réunion", "FR"
"183", "Roumanie", "FR"
"229", "Royaume-Uni", "FR"
"184", "Rwanda", "FR"
"205", "Sahara occidental", "FR"
"187", "Sainte-Hélène", "FR"
"189", "Sainte-Lucie", "FR"
"188", "Saint-Kitts-et-Nevis", "FR"
"192", "Saint-Marin", "FR"
"190", "Saint-Pierre-et-Miquelon", "FR"
"94", "Saint-Siège", "FR"
"191", "Saint-Vincent-et-les Grenadines", "FR"
"244", "Samoa", "FR"
"5", "Samoa américaines", "FR"
"193", "Sao Tomé-et-Principe", "FR"
"391", "SELA", "FR"
"195", "Sénégal", "FR"
"272", "Serbie", "FR"
"186", "Serbie-et-Monténégro", "FR"
"196", "Seychelles", "FR"
"197", "Sierra Leone", "FR"
"200", "Singapour", "FR"
"199", "Slovaquie", "FR"
"198", "Slovénie", "FR"
"201", "Somalie", "FR"
"206", "Soudan", "FR"
"356", "SPF", "FR"
"38", "Sri Lanka", "FR"
"210", "Suède", "FR"
"211", "Suisse", "FR"
"207", "Suriname", "FR"
"209", "Swaziland", "FR"
"208", "Tadjikistan", "FR"
"39", "Tchad", "FR"
"51", "Tchécoslovaq", "FR"
"71", "Terres australes et antarctiques françaises", "FR"
"24", "Territoire britanique de l'Océan Indien", "FR"
"164", "Territoire des Îles du Pacifique", "FR"
"299", "Territoire palestinien occupé", "FR"
"216", "Thaïlande", "FR"
"176", "Timor-Leste", "FR"
"217", "Togo", "FR"
"218", "Tokélaou", "FR"
"219", "Tonga", "FR"
"5009", "Total FAO", "FR"
"220", "Trinité-et-Tobago", "FR"
"500", "Tt donateurs", "FR"
"222", "Tunisie", "FR"
"213", "Turkménistan", "FR"
"223", "Turquie", "FR"
"227", "Tuvalu", "FR"
"399", "UDEAC", "FR"
"261", "UE(12)ex.com", "FR"
"266", "UE(15)ex.com", "FR"
"268", "UE(25)ex.com", "FR"
"269", "UE(27)ex.com", "FR"
"230", "Ukraine", "FR"
"434", "Un Écon&Monét Ouest-Afr", "FR"
"454", "Union du Maghreb Arabe", "FR"
"5706", "Union européenne", "FR"
"304", "Union Européenne (12)", "FR"
"305", "Union Européenne (15)", "FR"
"450", "Union Européenne (25)", "FR"
"451", "Union Européenne (27)", "FR"
"228", "URSS", "FR"
"234", "Uruguay", "FR"
"346", "USSR en Asie", "FR"
"344", "USSR en Europe", "FR"
"155", "Vanuatu", "FR"
"236", "Venezuela (République bolivarienne du)", "FR"
"237", "Viet Nam", "FR"
"249", "Yémen", "FR"
"247", "Yemen Dém", "FR"
"246", "Yémen Rép A", "FR"
"248", "Yougosla Rfs", "FR"
"251", "Zambie", "FR"
"181", "Zimbabwe", "FR"
"152", "Zone neutre", "FR"
"5830", "null", "ES"
"5831", "null", "ES"
"5832", "null", "ES"
"5833", "null", "ES"
"5834", "null", "ES"
"5835", "null", "ES"
"5836", "null", "ES"
"5837", "null", "ES"
"5838", "null", "ES"
"364", "AAAID", "ES"
"437", "AAMCR", "ES"
"414", "ACP África", "ES"
"416", "ACP el Caribe", "ES"
"417", "ACP Pacific", "ES"
"363", "AEC", "ES"
"477", "AELC", "ES"
"2", "Afganistán", "ES"
"359", "África", "ES"
"5100", "África", "ES"
"369", "África (ex)", "ES"
"312", "Africa Central", "ES"
"5102", "África del Centro", "ES"
"5101", "África del Este", "ES"
"421", "África del Norte", "ES"
"5103", "África del Norte", "ES"
"311", "África del Oeste", "ES"
"5105", "África del Oeste", "ES"
"314", "África del Sur", "ES"
"5104", "África del Sur", "ES"
"340", "Africa Desarrollada", "ES"
"309", "Africa en Desarrollo", "ES"
"310", "Africa Noroccidental", "ES"
"313", "Africa Oriental", "ES"
"390", "Africa Subsahariana", "ES"
"420", "África subsahariana", "ES"
"5810", "Africa Subsahariana (incl Sudáfrica)", "ES"
"5809", "Africa Subsahariana (sin Sudáfrica)", "ES"
"413", "África, Carib, Pacif ST", "ES"
"462", "ALADI", "ES"
"3", "Albania", "ES"
"431", "ALCEC", "ES"
"79", "Alemania", "ES"
"77", "Alemania Nl", "ES"
"78", "Alemania Rf", "ES"
"316", "América Central", "ES"
"328", "América Central y Caribe", "ES"
"5204", "América del Centro", "ES"
"428", "América del norte", "ES"
"5201", "América del norte", "ES"
"318", "América del Sur", "ES"
"5202", "América del Sur", "ES"
"5207", "América del Sur", "ES"
"348", "América Latina", "ES"
"315", "América Latina & Caribe", "ES"
"5205", "América Latina & Caribe", "ES"
"5203", "América Nórdico", "ES"
"326", "América Norte en Desar", "ES"
"336", "América Norte y Central", "ES"
"302", "AméricaNorte Desarollada", "ES"
"5200", "Américas", "ES"
"6", "Andorra", "ES"
"7", "Angola", "ES"
"258", "Anguilla", "ES"
"30", "Antártida", "ES"
"8", "Antigua y Barbuda", "ES"
"151", "Antillas Neerlandesas", "ES"
"194", "Arabia Saudita", "ES"
"4", "Argelia", "ES"
"9", "Argentina", "ES"
"1", "Armenia", "ES"
"22", "Aruba", "ES"
"412", "ASEAN", "ES"
"360", "Asia", "ES"
"802", "Asia", "ES"
"860", "Asia", "ES"
"5300", "Asia", "ES"
"370", "Asia (ex)", "ES"
"870", "Asia (ex)", "ES"
"5301", "Asia del Centro", "ES"
"5302", "Asia del Este", "ES"
"5305", "Asia del Oeste", "ES"
"5304", "Asia del Sudeste", "ES"
"323", "Asia del Sur", "ES"
"5303", "Asia del Sur", "ES"
"343", "Asia Desarrollada", "ES"
"347", "Asia en Desarollo", "ES"
"847", "Asia en Desarollo", "ES"
"324", "Asia Sudoriental", "ES"
"337", "Asia Sudoriental", "ES"
"5813", "Asia Sudoriental (incl China)", "ES"
"5812", "Asia Sudoriental (sin China)", "ES"
"423", "Asia y el Pacífico", "ES"
"804", "AsiaSuOr&Chn", "ES"
"424", "AsiaSuOr&Chn&Japón", "ES"
"332", "Asie Sudoriental y China", "ES"
"832", "Asie Sudoriental y China", "ES"
"10", "Australia", "ES"
"5501", "Australia y Nueva Zelanda", "ES"
"11", "Austria", "ES"
"307", "Autoridad Intergub Desar", "ES"
"52", "Azerbaiyán", "ES"
"12", "Bahamas", "ES"
"13", "Bahrein", "ES"
"376", "Bajos Ingreso&Déficit Al", "ES"
"876", "Bajos Ingreso&Déficit Al", "ES"
"308", "Baltica, Asámblea", "ES"
"16", "Bangladesh", "ES"
"14", "Barbados", "ES"
"479", "BCEPS", "ES"
"57", "Belarús", "ES"
"255", "Bélgica", "ES"
"15", "Bélgica-Luxemburgo", "ES"
"23", "Belice", "ES"
"53", "Benin", "ES"
"17", "Bermudas", "ES"
"18", "Bhután", "ES"
"19", "Bolivia (Estado Plurinacional de)", "ES"
"80", "Bosnia y Herzegovina", "ES"
"20", "Botswana", "ES"
"21", "Brasil", "ES"
"26", "Brunei Darussalam", "ES"
"367", "BSEC", "ES"
"27", "Bulgaria", "ES"
"233", "Burkina Faso", "ES"
"29", "Burundi", "ES"
"35", "Cabo Verde", "ES"
"115", "Camboya", "ES"
"32", "Camerún", "ES"
"33", "Canadá", "ES"
"317", "Caribe", "ES"
"5206", "Caribe", "ES"
"394", "CARICOM", "ES"
"396", "CARICOM exc Haiti", "ES"
"387", "CARIFORUM exc Haiti", "ES"
"464", "CCA", "ES"
"262", "CE", "ES"
"438", "CEPA", "ES"
"439", "CEPAL", "ES"
"441", "CEPE", "ES"
"456", "CEPGL", "ES"
"319", "Cercano Oriente", "ES"
"5811", "Cercano Oriente (en Asia y África)", "ES"
"320", "Cercano Oriente Africa", "ES"
"321", "Cercano Oriente en Asia", "ES"
"422", "Cercano Oriente en Asia (otros)", "ES"
"325", "Cercano Oriente et AfrNorte", "ES"
"5814", "Cercano Oriente y África del Norte", "ES"
"440", "CESPAO", "ES"
"345", "CESPAP", "ES"
"39", "Chad", "ES"
"51", "Checoslovaq", "ES"
"40", "Chile", "ES"
"351", "China", "ES"
"357", "China", "ES"
"265", "China ex.com", "ES"
"41", "China, Continental", "ES"
"96", "China, RAE de Hong Kong", "ES"
"128", "China, RAE de Macao", "ES"
"214", "China, Taiwán provincia de", "ES"
"50", "Chipre", "ES"
"457", "CILSS", "ES"
"44", "Colombia", "ES"
"455", "Com Econ Africa Central", "ES"
"458", "Com Econ Estados AfrOcc", "ES"
"474", "Com Estad Independientes", "ES"
"435", "Com Ets Sahel-Saharans", "ES"
"45", "Comoras", "ES"
"461", "Comunidad Desar Afr Mer", "ES"
"46", "Congo", "ES"
"465", "Consejo Coop en el Golfo", "ES"
"48", "Costa Rica", "ES"
"107", "Côte d'Ivoire", "ES"
"478", "CPS", "ES"
"98", "Croacia", "ES"
"49", "Cuba", "ES"
"408", "CUEA", "ES"
"54", "Dinamarca", "ES"
"72", "Djibouti", "ES"
"55", "Dominica", "ES"
"503", "Donantes Otr", "ES"
"432", "ECO", "ES"
"58", "Ecuador", "ES"
"59", "Egipto", "ES"
"60", "El Salvador", "ES"
"225", "Emiratos Árabes Unidos", "ES"
"178", "Eritrea", "ES"
"199", "Eslovaquia", "ES"
"198", "Eslovenia", "ES"
"203", "España", "ES"
"476", "Estados Miembros FAO", "ES"
"231", "Estados Unidos de América", "ES"
"63", "Estonia", "ES"
"238", "Etiopía", "ES"
"62", "Etiopía RDP", "ES"
"361", "Europa", "ES"
"5400", "Europa", "ES"
"329", "Europa & EstadosBálticos", "ES"
"371", "Europa (ex)", "ES"
"5401", "Europa del Este", "ES"
"5402", "Europa del Norte", "ES"
"303", "Europa del Oeste", "ES"
"5404", "Europa del Oeste", "ES"
"5403", "Europa del Sur", "ES"
"427", "Europa No-EU (15) países", "ES"
"334", "Europa Oriental", "ES"
"425", "Europa y Israel", "ES"
"473", "Ex Checoslovaquia", "ES"
"468", "Ex Rep Dem Pop Etiopía", "ES"
"466", "Ex Rep Fed Soc Yugoslav", "ES"
"469", "Ex URSS", "ES"
"185", "Federación de Rusia", "ES"
"66", "Fiji", "ES"
"171", "Filipinas", "ES"
"67", "Finlandia", "ES"
"389", "Foro del Caribe", "ES"
"68", "Francia", "ES"
"74", "Gabón", "ES"
"75", "Gambia", "ES"
"73", "Georgia", "ES"
"81", "Ghana", "ES"
"82", "Gibraltar", "ES"
"86", "Granada", "ES"
"84", "Grecia", "ES"
"85", "Groenlandia", "ES"
"449", "GRULA", "ES"
"87", "Guadalupe", "ES"
"88", "Guam", "ES"
"89", "Guatemala", "ES"
"69", "Guayana francesa", "ES"
"90", "Guinea", "ES"
"61", "Guinea Ecuatorial", "ES"
"175", "Guinea-Bissau", "ES"
"91", "Guyana", "ES"
"93", "Haití", "ES"
"95", "Honduras", "ES"
"97", "Hungría", "ES"
"401", "Import netos alim en Des", "ES"
"5817", "Import netos alim en Des", "ES"
"100", "India", "ES"
"101", "Indonesia", "ES"
"252", "Inespecificado", "ES"
"365", "IORARC", "ES"
"102", "Irán (República Islámica del)", "ES"
"103", "Iraq", "ES"
"104", "Irlanda", "ES"
"31", "Isla Bouvet", "ES"
"42", "Isla Christmas", "ES"
"274", "Isla de Guernesey", "ES"
"264", "Isla de Man", "ES"
"111", "Isla Johnston", "ES"
"161", "Isla Norfolk", "ES"
"242", "Isla Wake", "ES"
"99", "Islandia", "ES"
"36", "Islas Caimán", "ES"
"34", "Islas Canton y Enderbury", "ES"
"43", "Islas Cocos (Keeling)", "ES"
"47", "Islas Cook", "ES"
"64", "Islas Feroe", "ES"
"271", "Islas Georgias del Sur y Sandwich del Sur", "ES"
"92", "Islas Heard y McDonald", "ES"
"65", "Islas Malvinas", "ES"
"163", "Islas Marianas septentrionales", "ES"
"127", "Islas Marshall", "ES"
"232", "Islas Menores Periféricas de los Estados Unidos", "ES"
"139", "Islas Midway", "ES"
"259", "Islas Normandas", "ES"
"172", "Islas Pitcairn", "ES"
"25", "Islas Salomón", "ES"
"260", "Islas Svalbard y Jan Mayen", "ES"
"224", "Islas Turcas y Caicos", "ES"
"240", "Islas Vírgenes (EE.UU.)", "ES"
"239", "Islas Vírgenes Británicas", "ES"
"243", "Islas Wallis y Futuna", "ES"
"105", "Israel", "ES"
"106", "Italia", "ES"
"124", "Jamahiriya Árabe Libia", "ES"
"109", "Jamaica", "ES"
"110", "Japón", "ES"
"112", "Jordania", "ES"
"108", "Kazajstán", "ES"
"114", "Kenya", "ES"
"113", "Kirguistán", "ES"
"83", "Kiribati", "ES"
"118", "Kuwait", "ES"
"154", "la ex República Yugoslava de Macedonia", "ES"
"350", "LEA", "ES"
"803", "Lej Oriente", "ES"
"322", "Lejano Oriente", "ES"
"822", "Lejano Oriente", "ES"
"349", "Lejano Oriente y Oceanía", "ES"
"805", "Lejano Oriente y Oceanía", "ES"
"849", "Lejano Oriente y Oceanía", "ES"
"122", "Lesotho", "ES"
"119", "Letonia", "ES"
"121", "Líbano", "ES"
"123", "Liberia", "ES"
"125", "Liechtenstein", "ES"
"126", "Lituania", "ES"
"415", "Los países menos desarrollados", "ES"
"5801", "Los países menos desarrollados", "ES"
"442", "LOWA", "ES"
"256", "Luxemburgo", "ES"
"129", "Madagascar", "ES"
"131", "Malasia", "ES"
"130", "Malawi", "ES"
"132", "Maldivas", "ES"
"133", "Malí", "ES"
"134", "Malta", "ES"
"143", "Marruecos", "ES"
"135", "Martinica", "ES"
"137", "Mauricio", "ES"
"136", "Mauritania", "ES"
"270", "Mayotte", "ES"
"395", "MCA", "ES"
"393", "MCCA", "ES"
"5502", "Melanesia", "ES"
"460", "Merc Común Afr Or y Aus", "ES"
"433", "MERCOSUR", "ES"
"138", "México", "ES"
"5503", "Micronesia", "ES"
"145", "Micronesia (Estados Federados de)", "ES"
"140", "Mónaco", "ES"
"141", "Mongolia", "ES"
"273", "Montenegro", "ES"
"142", "Montserrat", "ES"
"144", "Mozambique", "ES"
"362", "Mundo", "ES"
"801", "Mundo", "ES"
"862", "Mundo", "ES"
"5000", "Mundo", "ES"
"372", "Mundo (ex)", "ES"
"872", "Mundo (ex)", "ES"
"5700", "Mundo Países Desarrollados", "ES"
"855", "Mundo Países en vías de desarrollo", "ES"
"5800", "Mundo Países en vías de desarrollo", "ES"
"28", "Myanmar", "ES"
"147", "Namibia", "ES"
"148", "Nauru", "ES"
"149", "Nepal", "ES"
"157", "Nicaragua", "ES"
"158", "Níger", "ES"
"159", "Nigeria", "ES"
"160", "Niue", "ES"
"162", "Noruega", "ES"
"153", "Nueva Caledonia", "ES"
"156", "Nueva Zelandia", "ES"
"339", "Oceanía", "ES"
"5500", "Oceanía", "ES"
"446", "OCI", "ES"
"463", "OECO", "ES"
"353", "Of Reg Cercano Oriente", "ES"
"443", "Oficina Reg Africa", "ES"
"444", "Oficina Reg Am Lat y Car", "ES"
"445", "Oficina Reg Europa", "ES"
"352", "OfRegional Asia&Pacífico", "ES"
"852", "OfRegional Asia&Pacífico", "ES"
"221", "Omán", "ES"
"452", "OPAEP", "ES"
"388", "OPEP", "ES"
"504", "OPEP", "ES"
"342", "Org Coop&Desarrollo Econ", "ES"
"254", "Otros (ajuste)", "ES"
"358", "Otros Países Desarrollados", "ES"
"301", "OUA", "ES"
"5808", "Países Asiáticos del CIS en vías de desarrollo", "ES"
"150", "Países Bajos", "ES"
"5804", "Países de África en vías de Desarrollo", "ES"
"5805", "Países de América en vías de desarrollo", "ES"
"5806", "Países de Asia en vías de desarrollo", "ES"
"5815", "Países de bajos ingresos y con déficit de alim.", "ES"
"327", "Países de Oceania en vías de desarrollo", "ES"
"5807", "Países de Oceania en vías de desarrollo", "ES"
"354", "Países Desarrollados", "ES"
"5705", "Países desarrollados de África (Ninguno)", "ES"
"5701", "Países desarrollados de América", "ES"
"5703", "Países desarrollados de Asia (Japón)", "ES"
"5702", "Países desarrollados de Europa", "ES"
"306", "Países desarrollados de Oceania", "ES"
"5704", "Países desarrollados de Oceania", "ES"
"333", "Países en Transición", "ES"
"341", "Países en Transición", "ES"
"355", "Países en vías de desarrollo", "ES"
"331", "Países Industrial", "ES"
"426", "Países Ingresos Bajos", "ES"
"402", "Países sin litoral en vías de desarrollo", "ES"
"5802", "Países sin litoral en vías de desarrollo", "ES"
"165", "Pakistán", "ES"
"180", "Palau", "ES"
"76", "Palestina", "ES"
"166", "Panamá", "ES"
"168", "Papua Nueva Guinea", "ES"
"169", "Paraguay", "ES"
"366", "PECC", "ES"
"378", "Pequeñas islas en vías de Desarrollo", "ES"
"5803", "Pequeñas islas en vías de Desarrollo", "ES"
"170", "Perú", "ES"
"296", "PMA", "ES"
"70", "Polinesia Francesa", "ES"
"173", "Polonia", "ES"
"5504", "Polynesia", "ES"
"174", "Portugal", "ES"
"177", "Puerto Rico", "ES"
"179", "Qatar", "ES"
"5600", "Región Antártica", "ES"
"229", "Reino Unido", "ES"
"212", "República Árabe Siria", "ES"
"37", "República Centroafricana", "ES"
"167", "República Checa", "ES"
"117", "República de Corea", "ES"
"146", "República de Moldova", "ES"
"250", "República Democrática del Congo", "ES"
"120", "República Democrática Popular Lao", "ES"
"56", "República Dominicana", "ES"
"116", "República Popular Democrática de Corea", "ES"
"215", "República Unida de Tanzanía", "ES"
"182", "Reunión", "ES"
"245", "Ribera Occidental", "ES"
"183", "Rumania", "ES"
"184", "Rwanda", "ES"
"205", "Sáhara occidental", "ES"
"188", "Saint Kitts y Nevis", "ES"
"190", "Saint-Pierre y Miquelon", "ES"
"244", "Samoa", "ES"
"5", "Samoa Americana", "ES"
"192", "San Marino", "ES"
"191", "San Vicente y las Granadinas", "ES"
"187", "Santa Elena", "ES"
"189", "Santa Lucía", "ES"
"94", "Santa Sede", "ES"
"193", "Santo Tomé y Príncipe", "ES"
"391", "SELA", "ES"
"195", "Senegal", "ES"
"272", "Serbia", "ES"
"186", "Serbia y Montenegro", "ES"
"196", "Seychelles", "ES"
"197", "Sierra Leona", "ES"
"200", "Singapur", "ES"
"201", "Somalia", "ES"
"356", "SPF", "ES"
"38", "Sri Lanka", "ES"
"202", "Sudáfrica", "ES"
"206", "Sudán", "ES"
"210", "Suecia", "ES"
"211", "Suiza", "ES"
"207", "Suriname", "ES"
"209", "Swazilandia", "ES"
"216", "Tailandia", "ES"
"208", "Tayikistán", "ES"
"24", "Territorio Británico del Océano Indico", "ES"
"164", "Territorio de las Islas del Pacífico", "ES"
"299", "Territorio Palestino Ocupado", "ES"
"71", "Tierras Australes y Antárticas Francesas", "ES"
"176", "Timor-Leste", "ES"
"217", "Togo", "ES"
"218", "Tokelau", "ES"
"219", "Tonga", "ES"
"500", "Tot donantes", "ES"
"5009", "Total FAO", "ES"
"330", "Trat Libre Com AmérNorte", "ES"
"220", "Trinidad y Tabago", "ES"
"222", "Túnez", "ES"
"213", "Turkmenistán", "ES"
"223", "Turquía", "ES"
"227", "Tuvalu", "ES"
"230", "Ucrania", "ES"
"399", "UDEAC", "ES"
"261", "UE(12)ex.com", "ES"
"266", "UE(15)ex.com", "ES"
"268", "UE(25)ex.com", "ES"
"269", "UE(27)ex.com", "ES"
"226", "Uganda", "ES"
"436", "Un Econom&Monet Afr Cenc", "ES"
"434", "Un Econom&Monet Afr Occ", "ES"
"454", "Unión del Magreb Arabe", "ES"
"5706", "Unión Europea", "ES"
"304", "Unión Europea (12)", "ES"
"305", "Unión Europea (15)", "ES"
"450", "Unión Europea (25)", "ES"
"451", "Unión Europea (27)", "ES"
"228", "URSS", "ES"
"234", "Uruguay", "ES"
"346", "USSR en Asia", "ES"
"344", "USSR en Europa", "ES"
"235", "Uzbekistán", "ES"
"155", "Vanuatu", "ES"
"236", "Venezuela (República Bolivariana de)", "ES"
"237", "Viet Nam", "ES"
"249", "Yemen", "ES"
"247", "Yemen Dem", "ES"
"246", "Yemen Rep A", "ES"
"248", "Yugoslav RFS", "ES"
"251", "Zambia", "ES"
"181", "Zimbabwe", "ES"
"152", "Zona Neutral", "ES"
"252", "null", "AR"
"254", "null", "AR"
"265", "null", "AR"
"268", "null", "AR"
"269", "null", "AR"
"401", "null", "AR"
"413", "null", "AR"
"414", "null", "AR"
"416", "null", "AR"
"417", "null", "AR"
"421", "null", "AR"
"422", "null", "AR"
"424", "null", "AR"
"425", "null", "AR"
"427", "null", "AR"
"428", "null", "AR"
"435", "null", "AR"
"436", "null", "AR"
"444", "null", "AR"
"5009", "null", "AR"
"5810", "null", "AR"
"5811", "null", "AR"
"5812", "null", "AR"
"5813", "null", "AR"
"5814", "null", "AR"
"5815", "null", "AR"
"5817", "null", "AR"
"5830", "null", "AR"
"5831", "null", "AR"
"5832", "null", "AR"
"5833", "null", "AR"
"5834", "null", "AR"
"5835", "null", "AR"
"5836", "null", "AR"
"5837", "null", "AR"
"5838", "null", "AR"
"364", "AAAID", "AR"
"389", "ãäÊÏì ÇáßÇÑíÈì", "AR"
"371", "ÃæÑæÈÇ (ÓÇÈÞÇ)", "AR"
"329", "ÃæÑæÈÇ æÏæá ÇáÈáØíÞ", "AR"
"348", "ÃãÑíßÇ ÇááÇÊíäíÉ", "AR"
"328", "ÃãÑíßÇ ÇáæÓØì æÇáÈÍÑ ÇáßÇÑíÈì", "AR"
"318", "ÃãÑíßÇ ÇáÌäæÈíÉ", "AR"
"344", "ãäØÞÉ ÇáÇÊÍÇÏ ÇáÓæÝíÊì Ýì ÃæÑæÈÇ", "AR"
"346", "ãäØÞÉ ÇáÇÊÍÇÏ ÇáÓæÝíÊì Ýì ÂÓíÇ", "AR"
"469", "ãäØÞÉ ÇáÇÊÍÇÏ ÇáÓæÝííÊì ÓÇÈÞÇ", "AR"
"317", "ãäØÞÉ ÇáÈÍÑ ÇáßÇÑíÈì", "AR"
"473", "ãäØÞÉ ÊÔíßæÓáæÝÇßíÇ ÇáÓÇÈÞÉ", "AR"
"466", "ãäØÞÉ íæÛæÓáÇÝíÇ ÓÇÈÞÇ", "AR"
"504", "ãäÙãÉ ÇáÈáÏÇä ÇáãÕÏÑÉ ááäÝØ", "AR"
"342", "ãäÙãÉ ÇáÊÚÇæä ÇáÇÞÊÕÇÏì æÇáÊäãíÉ", "AR"
"464", "ACC", "AR"
"363", "ACS", "AR"
"500", "ãÌãæÚ ÇáÈáÏÇä ÇáãÊÈÑÚÉ", "AR"
"465", "ãÌáÓ ÇáÊÚÇæä áÏæá ÇáÎáíÌ ÇáÚÑÈíÉ", "AR"
"468", "ÃÑÇÖì ÃËíæÈíÇ ÓÇÈÞÇ", "AR"
"395", "ANCOM", "AR"
"360", "ÂÓíÇ", "AR"
"802", "ÂÓíÇ", "AR"
"860", "ÂÓíÇ", "AR"
"370", "ÂÓíÇ (ÓÇÈÞÇ)", "AR"
"870", "ÂÓíÇ (ÓÇÈÞÇ)", "AR"
"412", "ASEAN", "AR"
"369", "ÃÝÑíÞíÇ (ÓÇÈÞÇ)", "AR"
"309", "ÃÝÑíÞíÇ ÇáäÇãíÉ", "AR"
"312", "ÃÝÑíÞíÇ ÇáæÓØì", "AR"
"340", "ÃÝÑíÞíÇ ÇáãÊÞÏãÉ", "AR"
"390", "ÃÝÑíÞíÇ ÌäæÈ ÇáÕÍÑÇÁ ÇáßÈÑì", "AR"
"367", "BSEC", "AR"
"262", "ÇáãÌãæÚÇÊ ÇáÃæÑæÈíÉ", "AR"
"455", "ÇáãÌãæÚÉ ÇáÇÞÊÕÇÏíÉ áÏæá æÓØ ÃÝÑíÞíÇ", "AR"
"458", "ÇáãÌãæÚÉ ÇáÇÞÊÕÇÏíÉ áÏæá ÛÑÈ ÃÝÑíÞíÇ", "AR"
"307", "ÇáåíÆÉ ÇáÍßæãíÉ ÇáÏæáíÉ áÊÍÞíÞ ÇáÊäãíÉ", "AR"
"333", "ÇáÃÓæÇÞ ÇáÇäÊÞÇáíÉ", "AR"
"445", "ÇáãßÊÈ ÇáÇÞáíãì áÃæÑæÈÇ", "AR"
"352", "ÇáãßÊÈ ÇáÇÞáíãì áÂÓíÇ æÇáãÍíØ ÇáåÇÏì", "AR"
"852", "ÇáãßÊÈ ÇáÇÞáíãì áÂÓíÇ æÇáãÍíØ ÇáåÇÏì", "AR"
"353", "ÇáãßÊÈ ÇáÇÞáíãì ááÔÑÞ ÇáÃÏäì", "AR"
"443", "ÇáãßÊÈ ÇáÇÞáíãì áÃÝÑíÞíÇ", "AR"
"304", "ÇáÇÊÍÇÏ ÇáÃæÑæÈì (12)", "AR"
"305", "ÇáÇÊÍÇÏ ÇáÃæÑæÈì (15)", "AR"
"450", "ÇáÇÊÍÇÏ ÇáÃæÑæÈì (25)", "AR"
"451", "ÇáÇÊÍÇÏ ÇáÃæÑæÈì (27)", "AR"
