FeatureCode,Commodity,FurtherCode,CropStage,StartDate,EndDate
162,120100_00,1,4,1900-04-11,1900-07-11
162,120100_00,1,1,1900-07-21,1900-09-01
162,120100_00,1,3,1900-09-11,1900-12-11
162,1001_00,64,1,1900-01-01,1900-03-21
162,1001_00,64,3,1900-04-01,1900-06-21
162,1001_00,64,4,1900-10-01,1900-12-21
165,10,55,4,1900-04-01,1900-06-21
165,10,55,1,1900-07-01,1900-07-21
165,10,55,3,1900-08-01,1900-09-21
165,10,64,3,1900-07-01,1900-08-11
165,10,64,4,1900-08-21,1900-10-21
165,10,64,1,1900-11-01,1900-06-21
165,1005,1,4,1900-05-01,1900-05-21
165,1005,1,1,1900-06-01,1900-09-21
165,1005,1,3,1900-10-01,1900-11-11
165,1212_03,1,4,1900-04-11,1900-05-11
165,1212_03,1,1,1900-05-21,1900-09-01
165,1212_03,1,3,1900-09-11,1900-10-21
165,120600_00,1,4,1900-04-11,1900-05-21
165,120600_00,1,1,1900-06-01,1900-09-01
165,120600_00,1,3,1900-09-11,1900-10-21
165,1001_00,64,3,1900-07-11,1900-08-11
165,1001_00,64,4,1900-08-21,1900-10-01
165,1001_00,64,1,1900-10-11,1900-07-01
169,100300,1,3,1900-05-11,1900-07-11
169,100300,1,4,1900-11-11,1900-12-11
169,100300,1,1,1900-12-21,1900-05-01
169,1005,1,4,1900-02-11,1900-02-11
169,1005,1,3,1900-02-21,1900-07-21
169,071010,1,3,1900-02-11,1900-04-11
169,071010,1,4,1900-09-11,1900-09-11
169,071010,1,1,1900-09-21,1900-02-01
169,1001_00,1,3,1900-05-11,1900-06-11
169,1001_00,1,4,1900-11-11,1900-12-11
169,1001_00,1,1,1900-12-21,1900-05-01
170,1005,1,3,1900-05-01,1900-05-21
170,1005,1,4,1900-11-01,1900-12-21
170,100700,1,1,1900-01-01,1900-04-21
170,100700,1,3,1900-05-01,1900-06-21
170,100700,1,4,1900-11-01,1900-12-21
170,1001_00,1,4,1900-05-01,1900-05-21
170,1001_00,1,1,1900-06-01,1900-09-21
170,1001_00,1,3,1900-10-01,1900-10-21
171,1005,1,3,1900-01-11,1900-04-01
171,1005,1,4,1900-09-11,1900-12-01
171,1005,1,1,1900-12-11,1900-01-01
171,071010,1,4,1900-02-11,1900-05-01
171,071010,1,1,1900-05-11,1900-06-01
171,071010,1,3,1900-06-11,1900-09-11
171,1006,27,4,1900-05-01,1900-06-21
171,1006,27,1,1900-07-01,1900-09-21
171,1006,27,3,1900-10-01,1900-12-11
171,1006,47,1,1900-01-01,1900-03-01
171,1006,47,3,1900-03-11,1900-06-11
171,1006,47,4,1900-11-01,1900-12-21
171,1001_00,1,3,1900-02-21,1900-05-01
171,1001_00,1,4,1900-09-21,1900-11-21
171,1001_00,1,1,1900-12-01,1900-02-11
172,1005,1,3,1900-06-01,1900-06-21
172,100700,1,1,1900-02-01,1900-05-21
172,100700,1,3,1900-06-01,1900-06-21
172,100700,1,4,1900-12-01,1900-01-21
172,1001_00,1,4,1900-05-01,1900-06-11
172,1001_00,1,1,1900-06-21,1900-09-21
172,1001_00,1,3,1900-10-01,1900-11-11
175,1005,1,4,1900-02-01,1900-05-11
175,1005,1,1,1900-05-21,1900-08-01
175,1005,1,3,1900-08-11,1900-09-21
175,100820,1,4,1900-06-11,1900-08-01
175,100820,1,1,1900-08-11,1900-09-11
175,100820,1,3,1900-09-21,1900-12-11
175,1006,1,4,1900-05-21,1900-08-01
175,1006,1,1,1900-08-11,1900-10-11
175,1006,1,3,1900-10-21,1900-12-11
175,1001_00,1,3,1900-03-11,1900-06-21
175,1001_00,1,4,1900-10-21,1900-12-01
175,1001_00,1,1,1900-12-11,1900-03-01
180,070820_00,27,3,1900-05-01,1900-05-21
180,070820_00,27,1,1900-06-01,1900-06-21
180,070820_00,27,4,1900-07-01,1900-08-21
180,070820_00,47,3,1900-09-01,1900-09-21
180,070820_00,47,1,1900-10-01,1900-10-21
180,070820_00,47,4,1900-11-01,1900-12-21
180,070820_00,61,1,1900-01-01,1900-02-21
180,070820_00,61,4,1900-03-01,1900-03-21
180,070820_00,61,3,1900-12-01,1900-12-21
180,1005,27,3,1900-05-01,1900-06-21
180,1005,27,1,1900-07-01,1900-07-21
180,1005,27,4,1900-08-01,1900-09-21
180,1005,47,3,1900-08-01,1900-09-21
180,1005,47,1,1900-10-01,1900-10-21
180,1005,47,4,1900-11-01,1900-11-21
180,1005,61,1,1900-01-01,1900-02-21
180,1005,61,4,1900-03-01,1900-04-21
180,1005,61,3,1900-12-01,1900-12-21
180,1006,20,3,1900-06-01,1900-06-21
180,1006,20,1,1900-07-01,1900-09-21
180,1006,20,4,1900-10-01,1900-11-21
180,1006,22,3,1900-01-01,1900-02-21
180,1006,22,1,1900-03-01,1900-03-21
180,1006,22,4,1900-04-01,1900-06-21
180,1006,23,3,1900-07-01,1900-09-21
180,1006,23,1,1900-10-01,1900-10-21
180,1006,23,4,1900-11-01,1900-11-21
180,100700,27,3,1900-05-01,1900-06-21
180,100700,27,1,1900-07-01,1900-08-21
180,100700,27,4,1900-09-01,1900-10-21
180,100700,47,3,1900-08-01,1900-09-21
180,100700,47,1,1900-10-01,1900-10-21
180,100700,47,4,1900-11-01,1900-12-21
181,071339_01,1,4,1900-06-01,1900-08-01
181,071339_01,1,1,1900-08-11,1900-08-21
181,071339_01,1,3,1900-09-01,1900-11-11
181,1202_00,1,4,1900-06-01,1900-07-11
181,1202_00,1,1,1900-07-21,1900-09-21
181,1202_00,1,3,1900-10-01,1900-11-21
181,1005,1,4,1900-06-01,1900-07-01
181,1005,1,1,1900-07-11,1900-09-01
181,1005,1,3,1900-09-11,1900-10-21
181,100820,1,4,1900-06-11,1900-07-11
181,100820,1,1,1900-07-21,1900-08-21
181,100820,1,3,1900-09-01,1900-10-21
181,1006,38,4,1900-06-01,1900-07-21
181,1006,38,3,1900-08-01,1900-11-21
181,100700,1,4,1900-06-11,1900-08-01
181,100700,1,1,1900-08-11,1900-09-01
181,100700,1,3,1900-09-11,1900-11-01
182,071410,52,4,1900-05-01,1900-06-21
182,071410,52,1,1900-07-01,1900-11-21
182,071410,52,3,1900-12-01,1900-01-21
182,1006,21,4,1900-05-01,1900-09-21
182,1006,21,3,1900-10-01,1900-01-21
182,1005,32,4,1900-05-01,1900-06-21
182,1005,32,1,1900-07-01,1900-07-21
182,1005,32,3,1900-08-01,1900-09-21
182,1005,47,4,1900-08-01,1900-09-21
182,1005,47,1,1900-10-01,1900-11-21
182,1005,47,3,1900-12-01,1900-01-21
182,1005,53,4,1900-03-01,1900-04-21
182,1005,53,1,1900-05-01,1900-05-21
182,1005,53,3,1900-06-01,1900-08-21
182,100820,1,4,1900-06-01,1900-06-21
182,100820,1,1,1900-07-01,1900-08-21
182,100820,1,3,1900-09-01,1900-10-21
182,1006,38,4,1900-04-01,1900-07-21
182,1006,38,3,1900-08-01,1900-10-21
182,100700,1,4,1900-05-01,1900-07-21
182,100700,1,1,1900-08-01,1900-08-21
182,100700,1,3,1900-09-01,1900-11-21
182,071490_01,1,4,1900-02-01,1900-03-21
182,071490_01,1,1,1900-04-01,1900-06-21
182,071490_01,1,3,1900-07-01,1900-01-21
188,100300,1,3,1900-03-11,1900-04-21
188,100300,1,4,1900-10-11,1900-11-11
188,100300,1,1,1900-11-21,1900-03-01
188,52,1,4,1900-06-01,1900-07-21
188,52,1,1,1900-08-01,1900-09-11
188,52,1,3,1900-09-21,1900-12-01
188,1005,1,4,1900-04-11,1900-08-11
188,1005,1,1,1900-08-21,1900-09-01
188,1005,1,3,1900-09-11,1900-11-21
188,100820,1,4,1900-06-11,1900-08-11
188,100820,1,1,1900-08-21,1900-09-01
188,100820,1,3,1900-09-11,1900-11-01
188,071010,1,4,1900-01-11,1900-03-01
188,071010,1,1,1900-03-11,1900-04-01
188,071010,1,3,1900-04-11,1900-06-01
188,1006,1,4,1900-05-21,1900-07-21
188,1006,1,1,1900-08-01,1900-09-11
188,1006,1,3,1900-09-21,1900-12-01
188,100700,1,4,1900-06-11,1900-07-21
188,100700,1,1,1900-08-01,1900-08-21
188,100700,1,3,1900-09-01,1900-10-21
188,1212_01,1,4,1900-02-01,1900-03-21
188,1212_01,1,1,1900-04-01,1900-10-21
188,1212_01,1,3,1900-11-01,1900-12-21
188,1001_00,64,1,1900-01-01,1900-03-21
188,1001_00,64,3,1900-04-01,1900-06-01
188,1001_00,64,4,1900-10-01,1900-12-11
191,1005,1,4,1900-05-11,1900-06-11
191,1005,1,1,1900-06-21,1900-08-01
191,1005,1,3,1900-08-11,1900-09-11
191,1006,1,4,1900-04-11,1900-07-11
191,1006,1,1,1900-07-21,1900-08-01
191,1006,1,3,1900-08-11,1900-10-11
194,52,1,3,1900-02-21,1900-06-21
194,52,1,4,1900-09-01,1900-11-21
194,52,1,1,1900-12-01,1900-02-11
194,1005,1,3,1900-01-11,1900-03-11
194,1005,1,4,1900-07-01,1900-09-11
194,1005,1,1,1900-09-21,1900-01-01
194,071010,1,4,1900-07-11,1900-08-11
194,071010,1,1,1900-08-21,1900-11-01
194,071010,1,3,1900-11-11,1900-01-11
194,1006,1,3,1900-03-11,1900-05-11
194,1006,1,4,1900-10-11,1900-12-11
194,1006,1,1,1900-12-21,1900-03-01
194,100700,1,3,1900-01-11,1900-03-11
194,100700,1,4,1900-09-11,1900-11-11
194,100700,1,1,1900-11-21,1900-01-01
194,120100_00,1,3,1900-03-01,1900-06-21
194,120100_00,1,4,1900-10-01,1900-12-21
194,071420,1,3,1900-03-11,1900-05-11
194,071420,1,4,1900-08-11,1900-10-11
194,071420,1,1,1900-10-21,1900-03-01
194,1001_00,1,4,1900-04-11,1900-06-11
194,1001_00,1,1,1900-06-21,1900-09-01
194,1001_00,1,3,1900-09-11,1900-11-11
195,100300,1,1,1900-03-21,1900-04-01
195,100300,1,3,1900-04-11,1900-08-11
195,100300,1,4,1900-10-21,1900-03-11
195,071010,1,4,1900-04-11,1900-07-11
195,071010,1,1,1900-07-21,1900-08-01
195,071010,1,3,1900-08-11,1900-12-11
195,1006,1,1,1900-03-21,1900-05-01
195,1006,1,3,1900-05-11,1900-08-11
195,1006,1,4,1900-12-11,1900-03-11
195,100700,1,4,1900-04-11,1900-08-21
195,100700,1,3,1900-09-01,1900-12-11
195,120100_00,1,1,1900-01-01,1900-04-01
195,120100_00,1,3,1900-04-11,1900-06-11
195,120100_00,1,4,1900-10-11,1900-12-11
195,1001_00,1,1,1900-03-21,1900-04-01
195,1001_00,1,3,1900-04-11,1900-09-11
195,1001_00,1,4,1900-11-11,1900-03-11
196,1005,27,4,1900-04-01,1900-06-11
196,1005,27,1,1900-06-21,1900-07-01
196,1005,27,3,1900-07-11,1900-09-11
196,1005,47,1,1900-01-01,1900-02-01
196,1005,47,3,1900-02-11,1900-05-11
196,1005,47,4,1900-10-11,1900-12-11
196,071010,1,4,1900-03-11,1900-07-11
196,071010,1,1,1900-07-21,1900-07-21
196,071010,1,3,1900-08-01,1900-11-11
196,1006,27,4,1900-04-01,1900-06-11
196,1006,27,1,1900-06-21,1900-09-01
196,1006,27,3,1900-09-11,1900-12-11
196,1006,47,1,1900-01-01,1900-01-01
196,1006,47,3,1900-01-11,1900-04-11
196,1006,47,4,1900-10-11,1900-12-11
204,100300,55,4,1900-04-01,1900-05-21
204,100300,55,1,1900-06-01,1900-07-21
204,100300,55,3,1900-08-01,1900-09-21
204,10,55,4,1900-04-01,1900-06-21
204,10,55,1,1900-07-01,1900-07-21
204,10,55,3,1900-08-01,1900-09-21
204,10,64,3,1900-07-01,1900-08-11
204,10,64,4,1900-08-21,1900-10-21
204,10,64,1,1900-11-01,1900-06-21
204,1005,1,4,1900-04-01,1900-06-21
204,1005,1,1,1900-07-01,1900-07-21
204,1005,1,3,1900-08-01,1900-09-21
204,100400,1,4,1900-04-01,1900-05-11
204,100400,1,1,1900-05-21,1900-07-01
204,100400,1,3,1900-07-11,1900-09-01
204,1002,67,3,1900-07-01,1900-08-11
204,1002,67,4,1900-08-21,1900-09-11
204,1002,67,1,1900-09-21,1900-06-21
204,1212_03,52,4,1900-04-11,1900-05-11
204,1212_03,52,1,1900-05-21,1900-09-01
204,1212_03,52,3,1900-09-11,1900-10-21
204,120600_00,52,4,1900-04-21,1900-05-21
204,120600_00,52,1,1900-06-01,1900-09-01
204,120600_00,52,3,1900-09-11,1900-10-21
204,1001_00,55,4,1900-05-01,1900-05-21
204,1001_00,55,1,1900-06-01,1900-08-01
204,1001_00,55,3,1900-08-11,1900-09-21
204,1001_00,67,3,1900-07-11,1900-08-11
204,1001_00,67,4,1900-08-21,1900-10-01
204,1001_00,67,1,1900-10-11,1900-07-01
205,070820_00,27,3,1900-12-01,1900-01-21
205,070820_00,47,4,1900-02-01,1900-04-21
205,070820_00,47,3,1900-05-01,1900-06-21
205,1005,27,3,1900-01-01,1900-02-21
205,1005,27,4,1900-09-01,1900-10-21
205,1005,27,1,1900-11-01,1900-12-21
205,1005,47,4,1900-02-01,1900-03-21
205,1005,47,1,1900-04-01,1900-05-21
205,1005,47,3,1900-06-01,1900-07-21
205,100700,27,3,1900-01-01,1900-02-21
205,100700,27,4,1900-09-01,1900-10-21
205,100700,27,1,1900-11-01,1900-12-21
205,100700,47,4,1900-02-01,1900-03-21
205,100700,47,1,1900-04-01,1900-05-21
205,100700,47,3,1900-06-01,1900-07-21
215,100300,1,3,1900-04-01,1900-04-21
215,100300,1,4,1900-11-11,1900-12-11
215,100300,1,1,1900-12-21,1900-03-21
215,1005,1,4,1900-03-01,1900-03-01
215,1005,1,1,1900-03-11,1900-06-11
215,1005,1,3,1900-06-21,1900-06-21
215,100820,1,4,1900-08-11,1900-09-11
215,100820,1,1,1900-09-21,1900-12-01
215,100820,1,3,1900-12-11,1900-01-11
215,1006,1,4,1900-07-01,1900-07-01
215,1006,1,1,1900-07-11,1900-11-11
215,1006,1,3,1900-11-21,1900-11-21
215,100700,1,4,1900-08-11,1900-09-11
215,100700,1,1,1900-09-21,1900-12-01
215,100700,1,3,1900-12-11,1900-01-11
215,1001_00,1,3,1900-04-21,1900-05-11
215,1001_00,1,4,1900-11-11,1900-12-11
215,1001_00,1,1,1900-12-21,1900-04-11
217,1202_00,1,4,1900-06-01,1900-07-21
217,1202_00,1,1,1900-08-01,1900-10-21
217,1202_00,1,3,1900-11-01,1900-02-21
217,1005,1,4,1900-06-01,1900-07-21
217,1005,1,1,1900-08-01,1900-08-21
217,1005,1,3,1900-09-01,1900-11-11
217,100820,1,4,1900-06-21,1900-07-21
217,100820,1,1,1900-08-01,1900-08-21
217,100820,1,3,1900-09-01,1900-11-21
217,1006,1,4,1900-06-01,1900-08-21
217,1006,1,1,1900-09-01,1900-10-21
217,1006,1,3,1900-11-01,1900-01-21
217,100700,1,4,1900-06-21,1900-07-21
217,100700,1,1,1900-08-01,1900-08-21
217,100700,1,3,1900-09-01,1900-11-21
221,071410,6,4,1900-03-01,1900-05-21
221,071410,6,1,1900-06-01,1900-12-21
221,071410,7,3,1900-01-01,1900-06-21
221,1005,1,4,1900-05-01,1900-07-21
221,1005,1,1,1900-08-01,1900-09-21
221,1005,1,3,1900-10-01,1900-11-21
221,100820,1,4,1900-05-01,1900-07-21
221,100820,1,1,1900-08-01,1900-09-21
221,100820,1,3,1900-10-01,1900-11-21
221,1006,1,4,1900-04-01,1900-07-21
221,1006,1,1,1900-08-01,1900-08-21
221,1006,1,3,1900-09-01,1900-12-21
221,100700,1,4,1900-05-01,1900-06-21
221,100700,1,1,1900-07-01,1900-09-21
221,100700,1,3,1900-10-01,1900-11-21
221,071490_01,1,4,1900-02-01,1900-03-21
221,071490_01,1,1,1900-04-01,1900-06-21
221,071490_01,1,3,1900-07-01,1900-12-21
226,1005,12,3,1900-03-21,1900-04-11
226,1005,12,4,1900-10-21,1900-11-11
226,1005,12,1,1900-11-21,1900-03-11
226,1005,19,4,1900-04-01,1900-04-21
226,1005,19,1,1900-05-01,1900-07-21
226,1005,19,3,1900-08-01,1900-08-21
226,100700,12,3,1900-03-21,1900-04-11
226,100700,12,4,1900-10-21,1900-11-11
226,100700,12,1,1900-11-21,1900-03-11
226,100700,19,4,1900-04-01,1900-04-21
226,100700,19,1,1900-05-01,1900-07-21
226,100700,19,3,1900-08-01,1900-08-21
227,100300,1,4,1900-04-11,1900-06-11
227,100300,1,1,1900-06-21,1900-10-01
227,100300,1,3,1900-10-11,1900-12-11
227,1005,16,1,1900-01-01,1900-04-21
227,1005,16,3,1900-05-01,1900-06-21
227,1005,62,1,1900-02-01,1900-05-21
227,1005,62,3,1900-06-01,1900-06-21
227,1005,62,4,1900-12-01,1900-01-21
227,100820,1,3,1900-04-11,1900-07-11
227,100820,1,4,1900-08-21,1900-12-11
227,100820,1,1,1900-12-21,1900-04-01
227,1006,1,3,1900-04-11,1900-06-11
227,1006,1,4,1900-09-11,1900-04-01
227,1006,1,1,1900-12-21,1900-12-21
227,100700,1,1,1900-02-01,1900-05-21
227,100700,1,3,1900-06-01,1900-06-21
227,100700,1,4,1900-12-01,1900-01-21
227,120100_00,1,3,1900-04-11,1900-06-11
227,120100_00,1,4,1900-10-11,1900-12-11
227,120100_00,1,1,1900-12-21,1900-04-01
227,1001_00,1,4,1900-05-01,1900-06-11
227,1001_00,1,1,1900-06-21,1900-09-21
227,1001_00,1,3,1900-10-01,1900-11-21
231,1005,1,3,1900-02-11,1900-03-21
231,1005,1,4,1900-10-01,1900-11-11
231,1005,1,1,1900-11-21,1900-02-01
231,1006,1,3,1900-01-11,1900-04-11
231,1006,1,4,1900-09-01,1900-12-11
231,1006,1,1,1900-12-21,1900-01-01
40764,1005,52,4,1900-04-01,1900-05-21
40764,1005,52,1,1900-06-01,1900-07-21
40764,1005,52,3,1900-08-01,1900-09-11
40764,100820,31,4,1900-06-01,1900-07-21
40764,100820,31,1,1900-08-01,1900-10-21
40764,100820,31,3,1900-11-01,1900-12-21
40764,100820,52,4,1900-04-01,1900-05-21
40764,100820,52,1,1900-06-01,1900-07-21
40764,100820,52,3,1900-08-01,1900-09-21
40764,100700,31,4,1900-06-01,1900-07-21
40764,100700,31,1,1900-08-01,1900-10-21
40764,100700,31,3,1900-11-01,1900-12-21
40764,100700,52,4,1900-04-01,1900-05-21
40764,100700,52,1,1900-06-01,1900-07-21
40764,100700,52,3,1900-08-01,1900-09-21
40764,1001_00,1,3,1900-03-01,1900-03-21
40764,1001_00,1,4,1900-11-01,1900-11-21
40764,1001_00,1,1,1900-12-01,1900-02-21
233,1005,1,3,1900-02-11,1900-03-11
233,1005,1,4,1900-09-11,1900-10-11
233,1005,1,1,1900-10-21,1900-02-01
233,1006,1,4,1900-03-11,1900-08-11
233,1006,1,1,1900-08-21,1900-09-01
233,1006,1,3,1900-09-11,1900-10-11
233,120100_00,1,1,1900-01-01,1900-03-01
233,120100_00,1,3,1900-03-11,1900-04-11
233,120100_00,1,4,1900-12-11,1900-12-21
235,1005,1,3,1900-05-01,1900-05-21
235,1005,1,4,1900-10-01,1900-11-21
235,1005,1,1,1900-12-01,1900-04-21
235,1006,1,3,1900-01-11,1900-05-11
235,1006,1,4,1900-10-11,1900-11-11
235,1006,1,1,1900-11-21,1900-01-01
235,100700,1,3,1900-06-01,1900-06-21
235,100700,1,4,1900-12-01,1900-12-21
235,1001_00,1,4,1900-05-01,1900-05-21
235,1001_00,1,1,1900-06-01,1900-10-21
235,1001_00,1,3,1900-11-01,1900-11-21
238,100300,1,1,1900-01-11,1900-05-01
238,100300,1,3,1900-05-11,1900-06-21
238,100300,1,4,1900-10-11,1900-01-01
238,071010,1,4,1900-03-11,1900-05-11
238,071010,1,3,1900-05-21,1900-10-11
238,1006,1,4,1900-04-11,1900-05-11
238,1006,1,1,1900-05-21,1900-09-01
238,1006,1,3,1900-09-11,1900-10-21
238,1001_00,1,1,1900-01-21,1900-05-01
238,1001_00,1,3,1900-05-11,1900-07-11
238,1001_00,1,4,1900-10-11,1900-01-11
239,10_01,55,4,1900-04-01,1900-06-21
239,10_01,55,1,1900-07-01,1900-07-21
239,10_01,55,3,1900-08-01,1900-09-21
239,52,1,4,1900-04-11,1900-05-11
239,52,1,1,1900-05-21,1900-09-11
239,52,1,3,1900-09-21,1900-11-11
239,1001_00,64,3,1900-06-01,1900-08-11
239,1001_00,64,4,1900-08-21,1900-11-11
239,1001_00,64,1,1900-11-21,1900-05-21
257,100300,1,4,1900-01-11,1900-03-11
257,100300,1,1,1900-03-21,1900-06-01
257,100300,1,3,1900-06-11,1900-08-21
257,1005,31,4,1900-01-11,1900-03-01
257,1005,31,1,1900-03-11,1900-05-21
257,1005,31,3,1900-06-01,1900-07-21
257,1005,52,1,1900-02-21,1900-05-11
257,1005,52,3,1900-05-21,1900-07-11
257,1005,52,4,1900-12-21,1900-02-11
257,100820,1,1,1900-01-21,1900-05-01
257,100820,1,3,1900-05-11,1900-07-11
257,100820,1,4,1900-10-11,1900-01-11
257,071010,1,4,1900-03-11,1900-05-11
257,071010,1,1,1900-05-21,1900-06-01
257,071010,1,3,1900-06-11,1900-08-11
257,1006,1,1,1900-01-01,1900-04-21
257,1006,1,3,1900-05-01,1900-06-21
257,100700,31,1,1900-03-01,1900-05-11
257,100700,31,3,1900-05-21,1900-06-21
257,100700,52,1,1900-02-01,1900-04-21
257,100700,52,3,1900-05-01,1900-06-21
257,100700,52,4,1900-12-01,1900-01-21
257,120100_00,1,1,1900-01-21,1900-04-01
257,120100_00,1,3,1900-04-11,1900-05-11
257,120100_00,1,4,1900-12-11,1900-01-11
257,1001_00,31,4,1900-01-21,1900-02-11
257,1001_00,31,1,1900-02-21,1900-05-21
257,1001_00,31,3,1900-06-01,1900-07-21
257,1001_00,52,1,1900-02-21,1900-05-11
257,1001_00,52,3,1900-05-21,1900-06-21
257,1001_00,52,4,1900-12-11,1900-02-11
240,1005,1,4,1900-04-11,1900-06-11
240,1005,1,1,1900-06-21,1900-07-01
240,1005,1,3,1900-07-11,1900-09-11
240,1006,27,4,1900-05-01,1900-08-21
240,1006,27,1,1900-09-01,1900-09-21
240,1006,27,3,1900-10-01,1900-01-21
240,1006,47,4,1900-01-01,1900-03-01
240,1006,47,1,1900-03-11,1900-04-11
240,1006,47,3,1900-04-21,1900-06-21
240,100700,1,4,1900-04-11,1900-08-21
240,100700,1,3,1900-09-01,1900-12-11
240,1212_01,9,4,1900-05-01,1900-06-11
240,1212_01,9,1,1900-06-21,1900-11-21
240,1212_01,9,3,1900-12-01,1900-02-21
240,1212_01,34,4,1900-10-01,1900-11-21
240,1212_01,34,3,1900-12-01,1900-03-11
242,1005,27,1,1900-01-01,1900-01-21
242,1005,27,3,1900-02-01,1900-04-21
242,1005,27,4,1900-11-01,1900-12-21
242,1005,36,4,1900-05-01,1900-07-21
242,1005,36,1,1900-08-01,1900-08-21
242,1005,36,3,1900-09-01,1900-11-21
242,1006,27,1,1900-03-01,1900-04-21
242,1006,27,3,1900-05-01,1900-07-21
242,1006,27,4,1900-12-01,1900-02-21
242,1006,36,4,1900-04-01,1900-06-21
242,1006,36,1,1900-07-01,1900-07-21
242,1006,36,3,1900-08-01,1900-12-21
243,071410,1,4,1900-05-01,1900-06-21
243,071410,1,1,1900-07-01,1900-11-21
243,071410,1,3,1900-12-01,1900-12-21
243,1005,27,4,1900-03-01,1900-04-21
243,1005,27,1,1900-05-01,1900-07-21
243,1005,27,3,1900-08-01,1900-09-21
243,1005,47,4,1900-08-01,1900-09-21
243,1005,47,1,1900-10-01,1900-11-21
243,1005,47,3,1900-12-01,1900-01-21
243,100820,1,4,1900-05-01,1900-07-21
243,100820,1,1,1900-08-01,1900-09-21
243,100820,1,3,1900-10-01,1900-11-21
243,1006,1,4,1900-05-01,1900-05-21
243,1006,1,1,1900-06-01,1900-10-11
243,1006,1,3,1900-10-21,1900-11-11
243,100700,1,4,1900-05-01,1900-07-21
243,100700,1,1,1900-08-01,1900-09-21
243,100700,1,3,1900-10-01,1900-11-21
243,071490_01,1,4,1900-02-01,1900-03-21
243,071490_01,1,1,1900-04-01,1900-06-21
243,071490_01,1,3,1900-07-01,1900-01-21
246,1005,1,4,1900-06-01,1900-07-01
246,1005,1,1,1900-07-11,1900-08-21
246,1005,1,3,1900-09-01,1900-10-01
246,1006,1,4,1900-06-01,1900-08-01
246,1006,1,1,1900-08-11,1900-10-11
246,1006,1,3,1900-10-21,1900-12-01
246,071420,1,4,1900-02-01,1900-04-11
246,071420,1,3,1900-04-21,1900-04-21
248,100300,1,3,1900-05-11,1900-06-11
248,100300,1,4,1900-10-11,1900-12-11
248,100300,1,1,1900-12-21,1900-05-01
248,071010,1,4,1900-01-21,1900-02-21
248,071010,1,1,1900-03-01,1900-05-11
248,071010,1,3,1900-05-21,1900-06-21
248,1212_03,1,3,1900-06-11,1900-06-11
248,1212_03,1,4,1900-10-11,1900-12-11
248,1212_03,1,1,1900-12-21,1900-06-01
248,1001_00,1,3,1900-06-01,1900-06-21
248,1001_00,1,4,1900-10-11,1900-12-11
248,1001_00,1,1,1900-12-21,1900-05-21
249,100300,1,3,1900-05-11,1900-07-11
249,100300,1,4,1900-09-11,1900-12-11
249,100300,1,1,1900-12-21,1900-05-01
249,1005,1,4,1900-04-11,1900-05-21
249,1005,1,1,1900-06-01,1900-08-11
249,1005,1,3,1900-08-21,1900-10-21
249,100820,1,4,1900-04-01,1900-05-21
249,100820,1,1,1900-06-01,1900-07-21
249,100820,1,3,1900-08-01,1900-10-11
249,071010,1,4,1900-03-01,1900-06-21
249,071010,1,1,1900-07-01,1900-07-01
249,071010,1,3,1900-07-11,1900-09-11
249,1006,1,4,1900-04-11,1900-06-11
249,1006,1,1,1900-06-21,1900-09-01
249,1006,1,3,1900-09-11,1900-10-11
249,1001_00,1,3,1900-06-21,1900-08-01
249,1001_00,1,4,1900-09-11,1900-11-21
249,1001_00,1,1,1900-12-01,1900-06-11
250,10_01,55,4,1900-04-01,1900-06-21
250,10_01,55,1,1900-07-01,1900-07-21
250,10_01,55,3,1900-08-01,1900-09-21
250,52,1,4,1900-04-01,1900-05-01
250,52,1,1,1900-05-11,1900-09-01
250,52,1,3,1900-09-11,1900-11-01
250,1005,1,4,1900-04-01,1900-06-21
250,1005,1,1,1900-07-01,1900-07-21
250,1005,1,3,1900-08-01,1900-09-21
250,1001_00,64,3,1900-06-01,1900-08-11
250,1001_00,64,4,1900-08-21,1900-11-11
250,1001_00,64,1,1900-11-21,1900-05-21
253,070820_00,53,4,1900-02-01,1900-03-21
253,070820_00,53,1,1900-04-01,1900-05-21
253,070820_00,53,3,1900-06-01,1900-07-21
253,070820_00,54,4,1900-09-01,1900-10-21
253,070820_00,54,1,1900-11-01,1900-11-21
253,070820_00,54,3,1900-12-01,1900-01-21
253,071410,31,4,1900-04-01,1900-05-21
253,071410,31,1,1900-06-01,1900-08-21
253,071410,31,3,1900-09-01,1900-03-21
253,1005,31,4,1900-04-01,1900-05-21
253,1005,31,1,1900-06-01,1900-07-21
253,1005,31,3,1900-08-01,1900-09-21
253,1005,53,4,1900-02-01,1900-03-21
253,1005,53,1,1900-04-01,1900-05-21
253,1005,53,3,1900-06-01,1900-07-21
253,1005,54,4,1900-09-01,1900-10-21
253,1005,54,1,1900-11-01,1900-11-21
253,1005,54,3,1900-12-01,1900-01-21
253,100820,31,4,1900-04-01,1900-05-21
253,100820,31,1,1900-06-01,1900-08-21
253,100820,31,3,1900-09-01,1900-10-21
253,100820,53,4,1900-02-01,1900-03-21
253,100820,53,1,1900-04-01,1900-05-21
253,100820,53,3,1900-06-01,1900-08-21
253,100820,54,4,1900-09-01,1900-10-21
253,100820,54,1,1900-11-01,1900-11-21
253,100820,54,3,1900-12-01,1900-01-21
253,071420,31,4,1900-04-01,1900-05-21
253,071420,31,1,1900-06-01,1900-08-21
