Code, Label, Langcode, description
1,Afghanistan,EN
23,Bangladesh,EN
33,Bolivia,EN
42,Burkina Faso,EN
77,Eritrea,EN
79,Ethiopia,EN
108,Haiti EC,EN
108_1,Haiti,EN, emergency
133,Kenya,EN
150,Madagascar,EN
152,Malawi,EN
155,Mali,EN
159,Mauritania,EN
170,Mozambique,EN
175,Nepal,EN
180,Nicaragua,EN
181,Niger,EN
226,Somalia,EN
231,Sri Lanka,EN
40764,Sudan,EN
271,Zimbabwe,EN
